,회사명,거래소코드,회계년도
78,(주)다우기술,23590,2022/12
79,(주)다우기술,23590,2023/12
80,(주)다이나믹디자인,145210,2020/12
81,(주)다이나믹디자인,145210,2021/12
82,(주)다이나믹디자인,145210,2022/12
83,(주)다이나믹디자인,145210,2023/12
84,(주)대교,19680,2020/12
85,(주)대교,19680,2021/12
86,(주)대교,19680,2022/12
87,(주)대교,19680,2023/12
88,(주)대우건설,47040,2020/12
89,(주)대우건설,47040,2021/12
90,(주)대우건설,47040,2022/12
91,(주)대우건설,47040,2023/12
92,(주)대웅,3090,2020/12
93,(주)대웅,3090,2021/12
94,(주)대웅,3090,2022/12
95,(주)대웅,3090,2023/12
96,(주)대웅제약,69620,2020/12
