,회사명,거래소코드,회계년도,단기차입금,유동성장기부채,사채,장기차입금,자본,부채,이자비용,세후타인자본비용
0,(주)MH에탄올,23150,2020/12,44520549.0,7136962.0,0.0,0.0,80425495.0,369253871.0,12276917.0,0.23765986324815377
1,(주)MH에탄올,23150,2021/12,45807596.0,143193536.0,0.0,0.0,84703339.0,366757413.0,12134724.0,0.06420450434127559
2,(주)MH에탄올,23150,2022/12,73992274.0,13973952.0,0.0,0.0,95397727.0,352042677.0,11711547.0,0.13313685868483205
3,(주)MH에탄올,23150,2023/12,72818840.0,8700810.0,0.0,0.0,99070017.0,346161545.0,12192511.0,0.14956530112678354
4,(주)SIMPAC,9160,2020/12,142200000.0,55000.0,0.0,0.0,463986165.0,273291527.0,2954966.0,0.020772317317493235
5,(주)SIMPAC,9160,2021/12,177300000.0,13750.0,0.0,0.0,546662289.0,356567304.0,3566962.0,0.020116668899056053
6,(주)SIMPAC,9160,2022/12,231570000.0,0.0,0.0,0.0,599682757.0,365415682.0,5761061.0,0.024878270069525414
7,(주)SIMPAC,9160,2023/12,321886523.0,3000000.0,0.0,0.0,582578412.0,475335058.0,13354680.0,0.04110567553459273
8,(주)SNT에너지,100840,2020/12,0.0,78839.0,0.0,0.0,235772710.0,99578947.0,53450.0,0.6779639518512411
9,(주)SNT에너지,100840,2021/12,0.0,235630.0,0.0,0.0,244849256.0,87294232.0,62387.0,0.2647667953995671
10,(주)SNT에너지,100840,2022/12,0.0,523027.0,0.0,0.0,255431113.0,174341588.0,335410.0,0.64128620510987
11,(주)SNT에너지,100840,2023/12,0.0,20000000.0,0.0,0.0,276014273.0,147149187.0,1808528.0,0.0904264
12,(주)SNT홀딩스,36530,2020/12,0.0,141570.0,0.0,0.0,1617529065.0,652956674.0,830850.0,5.868828141555414
13,(주)SNT홀딩스,36530,2021/12,0.0,141570.0,0.0,0.0,1780130380.0,592194060.0,581558.0,4.10791834428198
14,(주)SNT홀딩스,36530,2022/12,0.0,441570.0,0.0,0.0,1816295611.0,742131375.0,663414.0,1.5023982607514097
15,(주)SNT홀딩스,36530,2023/12,0.0,441570.0,0.0,0.0,1952822454.0,748975381.0,479669.0,1.0862807708857032
16,(주)TCC스틸,2710,2020/12,30931507.0,71403440.0,0.0,0.0,121130879.0,185628052.0,6061332.0,0.05923032334203486
17,(주)TCC스틸,2710,2021/12,76517990.0,2219618.0,0.0,0.0,155229149.0,211767466.0,5171276.0,0.06567733172691759
18,(주)TCC스틸,2710,2022/12,112275484.0,32587986.0,0.0,0.0,208804980.0,298677336.0,7822500.0,0.05399912068929455
19,(주)TCC스틸,2710,2023/12,142521520.0,22603328.0,0.0,0.0,235047322.0,324690124.0,7632154.0,0.04622050583204776
20,(주)강원랜드,35250,2020/12,0.0,0.0,0.0,0.0,3247028580.0,394603621.0,1875678.0,inf
21,(주)강원랜드,35250,2021/12,0.0,0.0,0.0,0.0,3252792611.0,574480852.0,1711386.0,inf
22,(주)강원랜드,35250,2022/12,0.0,0.0,0.0,0.0,3415377901.0,752374770.0,1827307.0,inf
23,(주)강원랜드,35250,2023/12,0.0,0.0,0.0,0.0,3677900816.0,770755022.0,7658834.0,inf
24,(주)경농,2100,2020/12,64648943.0,11600000.0,0.0,0.0,211372233.0,160153423.0,2802429.0,0.036753676703426566
25,(주)경농,2100,2021/12,66751838.0,4000000.0,0.0,0.0,236809394.0,151976386.0,2360701.0,0.03336593177975108
26,(주)경농,2100,2022/12,79209748.0,8500000.0,0.0,0.0,260484164.0,188148525.0,3615368.0,0.041219682902292686
27,(주)경농,2100,2023/12,77863870.0,10315200.0,0.0,0.0,268461032.0,180131702.0,6053450.0,0.0686495105924796
28,(주)경동나비엔,9450,2020/12,98646389.0,9953368.0,0.0,0.0,348163846.0,386524892.0,3954098.0,0.03640982364260723
29,(주)경동나비엔,9450,2021/12,87570278.0,7608316.0,0.0,0.0,450415463.0,483469066.0,3334397.0,0.03503305585707644
30,(주)경동나비엔,9450,2022/12,154745298.0,20318515.0,0.0,0.0,517704585.0,500314844.0,7336449.0,0.041907284402630945
31,(주)경동나비엔,9450,2023/12,94313665.0,96368.0,0.0,0.0,584595249.0,475962722.0,9347456.0,0.09900913814954392
32,(주)경동도시가스,267290,2020/12,0.0,1317869.0,0.0,0.0,356677691.0,342980474.0,988044.0,0.7497285390277789
33,(주)경동도시가스,267290,2021/12,0.0,1231668.0,0.0,0.0,375416487.0,529075279.0,846293.0,0.6871112994735594
34,(주)경동도시가스,267290,2022/12,0.0,909100.0,0.0,0.0,394988697.0,672626336.0,864898.0,0.9513782862171378
35,(주)경동도시가스,267290,2023/12,0.0,931822.0,0.0,0.0,420797886.0,530531232.0,915323.0,0.9822938286496777
36,(주)경방,50,2020/12,81277542.0,103064489.0,0.0,0.0,741929808.0,522972244.0,6744121.0,0.036584825302266526
37,(주)경방,50,2021/12,114176111.0,33537222.0,0.0,0.0,752146420.0,518658698.0,4125303.0,0.027927763298117442
38,(주)경방,50,2022/12,120584376.0,1272880.0,0.0,0.0,755008459.0,493309854.0,7082150.0,0.05811841028161671
39,(주)경방,50,2023/12,117604551.0,80000000.0,0.0,0.0,738045544.0,468815407.0,12231935.0,0.061901079393662344
40,(주)경보제약,214390,2020/12,,,,,,,,
41,(주)경보제약,214390,2021/12,,,,,,,,
42,(주)경보제약,214390,2022/12,,,,,,,,
43,(주)경보제약,214390,2023/12,,,,,,,,
44,(주)경인양행,12610,2020/12,161934899.0,8711240.0,0.0,0.0,228381756.0,276720395.0,4733181.0,0.027736818586912182
45,(주)경인양행,12610,2021/12,190433553.0,10798902.0,0.0,0.0,251869915.0,327622550.0,4286714.0,0.021302299373130443
46,(주)경인양행,12610,2022/12,155994969.0,4400000.0,0.0,0.0,266154503.0,282098496.0,6255671.0,0.039001665943774085
47,(주)경인양행,12610,2023/12,174723426.0,13300000.0,0.0,0.0,251693305.0,287262668.0,10414592.0,0.05538986402683674
48,(주)광명전기,17040,2020/12,11200000.0,0.0,0.0,0.0,109787206.0,56097484.0,202395.0,0.018070982142857142
49,(주)광명전기,17040,2021/12,10500000.0,0.0,0.0,0.0,115135261.0,54791366.0,217932.0,0.02075542857142857
50,(주)광명전기,17040,2022/12,7500000.0,0.0,0.0,0.0,118870746.0,53307671.0,265673.0,0.03542306666666667
51,(주)광명전기,17040,2023/12,7500000.0,0.0,0.0,0.0,130789198.0,56517453.0,319015.0,0.042535333333333335
52,(주)광주신세계,37710,2020/12,,,,,,,,
53,(주)광주신세계,37710,2021/12,,,,,,,,
54,(주)광주신세계,37710,2022/12,,,,,,,,
55,(주)광주신세계,37710,2023/12,,,,,,,,
56,(주)국동,5320,2020/12,19223507.0,0.0,0.0,0.0,83835084.0,96865598.0,4336090.0,0.2255618602786682
57,(주)국동,5320,2021/12,18327677.0,1565320.0,0.0,0.0,102364581.0,66109970.0,3555757.0,0.1787441580572299
58,(주)국동,5320,2022/12,15700052.0,1150673.0,0.0,0.0,109055850.0,65952316.0,1991083.0,0.11816007916573322
59,(주)국동,5320,2023/12,15854105.0,2482095.0,0.0,0.0,110792565.0,65127341.0,3319687.0,0.18104552742662056
60,(주)금호에이치티,214330,2020/12,31678400.0,15500000.0,0.0,0.0,223139865.0,121158723.0,9730585.0,0.20625084784562428
61,(주)금호에이치티,214330,2021/12,32450400.0,0.0,0.0,0.0,350809715.0,107985910.0,3343224.0,0.10302566378226463
62,(주)금호에이치티,214330,2022/12,32257600.0,0.0,0.0,0.0,325800542.0,100833283.0,2687986.0,0.08332876593422946
63,(주)금호에이치티,214330,2023/12,34042000.0,0.0,0.0,0.0,303120573.0,138647691.0,4739292.0,0.13921896480817814
64,(주)까뮤이앤씨,13700,2020/12,,,,,,,,
65,(주)까뮤이앤씨,13700,2021/12,,,,,,,,
66,(주)까뮤이앤씨,13700,2022/12,,,,,,,,
67,(주)까뮤이앤씨,13700,2023/12,21421768.0,1891661.0,0.0,0.0,87295247.0,168253110.0,3081880.0,0.13219333801132385
68,(주)나이스홀딩스,34310,2020/12,411182855.0,23937052.0,0.0,0.0,1249597654.0,1480757599.0,18837768.0,0.04329328007509434
69,(주)나이스홀딩스,34310,2021/12,494242265.0,74972263.0,0.0,0.0,1320444968.0,1763338212.0,20406344.0,0.035850005571185985
70,(주)나이스홀딩스,34310,2022/12,635205409.0,100840675.0,0.0,0.0,1320274778.0,2058288744.0,34434009.0,0.04678240907535349
71,(주)나이스홀딩스,34310,2023/12,655917990.0,89074705.0,0.0,0.0,1317521696.0,2166601590.0,56322063.0,0.07560082585776227
72,(주)남성,4270,2020/12,56465343.0,12974648.0,0.0,0.0,75475869.0,117797738.0,3349486.0,0.04823569173561673
73,(주)남성,4270,2021/12,65105850.0,867909.0,0.0,0.0,118573457.0,170183452.0,2728980.0,0.0413646280182398
74,(주)남성,4270,2022/12,70832277.0,14103762.0,0.0,0.0,119499468.0,151652661.0,5548357.0,0.06532394334988943
75,(주)남성,4270,2023/12,82136039.0,1090909.0,0.0,0.0,108115096.0,149998102.0,6090849.0,0.07318361596054201
76,(주)넥센,5720,2020/12,285834145.0,231823055.0,0.0,0.0,2041278847.0,2197933137.0,19184770.0,0.03706076144599167
77,(주)넥센,5720,2021/12,315343550.0,249295746.0,0.0,0.0,2116797176.0,2455495305.0,19935683.0,0.03530693513757852
78,(주)넥센,5720,2022/12,747066556.0,341694784.0,0.0,0.0,2131183570.0,2595712644.0,29335797.0,0.02694419421615393
79,(주)넥센,5720,2023/12,534641874.0,435935823.0,0.0,0.0,2231606324.0,2829351044.0,62291387.0,0.06417970162774099
80,(주)노루페인트,90350,2020/12,36119765.0,58989455.0,0.0,0.0,333862156.0,332796975.0,4046705.0,0.042547977998347586
81,(주)노루페인트,90350,2021/12,27498829.0,25000000.0,0.0,0.0,344991439.0,325655495.0,3573767.0,0.0680732707390483
82,(주)노루페인트,90350,2022/12,14515781.0,39673000.0,0.0,0.0,352673416.0,315503886.0,3681071.0,0.06793050022660595
83,(주)노루페인트,90350,2023/12,12966125.0,29996667.0,0.0,0.0,374279148.0,294352125.0,3463475.0,0.08061568717414827
84,(주)녹십자,6280,2020/12,203200000.0,91175000.0,0.0,0.0,1269305744.0,882093850.0,10354000.0,0.03517282377919321
85,(주)녹십자,6280,2021/12,101099774.0,120539000.0,0.0,0.0,1499757018.0,962387715.0,12501000.0,0.056402585948251094
86,(주)녹십자,6280,2022/12,182000000.0,5416000.0,0.0,0.0,1566641931.0,958895150.0,18392691.0,0.09813831796644897
87,(주)녹십자,6280,2023/12,315447000.0,202813119.0,0.0,0.0,1539863309.0,1103450608.0,28483187.0,0.05495924914106694
88,(주)녹십자홀딩스,5250,2020/12,554000971.0,181175000.0,0.0,0.0,1673500719.0,1567701359.0,24344159.0,0.0331133768788534
89,(주)녹십자홀딩스,5250,2021/12,362657497.0,120539000.0,0.0,0.0,1910728954.0,1586104973.0,27525000.0,0.056964403034569185
90,(주)녹십자홀딩스,5250,2022/12,450685000.0,26780000.0,0.0,0.0,1967043519.0,1625017216.0,36475000.0,0.07639303404438022
91,(주)녹십자홀딩스,5250,2023/12,600255339.0,252366994.0,0.0,0.0,1881541820.0,1856165582.0,53104000.0,0.06228314453499073
92,(주)농심,4370,2020/12,3290813.0,22273.0,0.0,0.0,2048963988.0,676564197.0,3912028.0,1.1807806981164992
93,(주)농심,4370,2021/12,3808016.0,60929.0,0.0,0.0,2200767286.0,699140508.0,1961879.0,0.5070837140357384
94,(주)농심,4370,2022/12,20494221.0,460756.0,0.0,0.0,2315340179.0,719378357.0,3067828.0,0.14640092422912226
95,(주)농심,4370,2023/12,21346845.0,282291.0,0.0,0.0,2440801761.0,793949665.0,3865576.0,0.17872077738102898
96,(주)농심홀딩스,72710,2020/12,76000000.0,0.0,0.0,0.0,973514068.0,274628632.0,2508973.0,0.03301280263157895
97,(주)농심홀딩스,72710,2021/12,66484000.0,0.0,0.0,0.0,1038914396.0,289723336.0,1889774.0,0.02842449311112448
98,(주)농심홀딩스,72710,2022/12,86336500.0,389192.0,0.0,0.0,1077267431.0,311863433.0,3658611.0,0.04218601103811313
99,(주)농심홀딩스,72710,2023/12,130500000.0,609668.0,0.0,0.0,1124279984.0,380779228.0,6999170.0,0.05338408758688947
100,(주)다우기술,23590,2020/12,11236630836.0,0.0,0.0,0.0,3245177240.0,35377055590.0,7096049.0,0.0006315103791846241
101,(주)다우기술,23590,2021/12,13674528927.0,0.0,0.0,0.0,4616469257.0,41705976712.0,7532256.0,0.0005508238009667563
102,(주)다우기술,23590,2022/12,16836104503.0,0.0,0.0,0.0,5188413233.0,44071595510.0,6337188.0,0.0003764046486448683
103,(주)다우기술,23590,2023/12,316796011.0,0.0,0.0,0.0,5550533035.0,47791926295.0,9601791.0,0.030309065349942176
104,(주)다이나믹디자인,145210,2020/12,6754450.0,1045094.0,0.0,0.0,64203035.0,86954567.0,3776027.0,0.48413432887871394
105,(주)다이나믹디자인,145210,2021/12,7449831.0,1047241.0,0.0,0.0,41794573.0,74246404.0,4194589.0,0.49365110711077886
106,(주)다이나믹디자인,145210,2022/12,8118555.0,479372.0,0.0,0.0,48843612.0,49003937.0,5810619.0,0.6758162752486733
107,(주)다이나믹디자인,145210,2023/12,6683232.0,0.0,0.0,0.0,52288292.0,54233105.0,1947497.0,0.2914004780920369
108,(주)대교,19680,2020/12,21919254.0,0.0,0.0,0.0,558886529.0,286275447.0,4098673.0,0.18698962108838194
109,(주)대교,19680,2021/12,15261900.0,0.0,0.0,0.0,516401847.0,297164686.0,3242000.0,0.21242440325254391
110,(주)대교,19680,2022/12,14205638.0,0.0,0.0,0.0,404390140.0,262333649.0,3601948.0,0.2535576367636568
111,(주)대교,19680,2023/12,59685763.0,0.0,0.0,0.0,308525116.0,296001589.0,8075835.0,0.13530588525776238
112,(주)대동,490,2020/12,239096650.0,43462165.0,0.0,0.0,328298574.0,610427548.0,10920382.0,0.038648173124593545
113,(주)대동,490,2021/12,332519088.0,22673320.0,0.0,0.0,385904527.0,874734549.0,8355084.0,0.0235226987171415
114,(주)대동,490,2022/12,450542368.0,11714176.0,0.0,0.0,471990756.0,1241782449.0,23744311.0,0.05136608947606375
115,(주)대동,490,2023/12,610164779.0,142059956.0,0.0,0.0,577059699.0,1379316412.0,58695651.0,0.07802940832569139
116,(주)대양금속,9190,2020/12,,,,,,,,
117,(주)대양금속,9190,2021/12,,,,,,,,
118,(주)대양금속,9190,2022/12,16351493.0,7533200.0,0.0,0.0,174499069.0,226378022.0,4903727.0,0.20530835376448003
119,(주)대양금속,9190,2023/12,,,,,,,,
120,(주)대우건설,47040,2020/12,399779000.0,892731000.0,0.0,0.0,2676996071.0,6628920364.0,104535510.0,0.0808779119697333
121,(주)대우건설,47040,2021/12,360401920.0,237863000.0,0.0,0.0,3216377898.0,7241599093.0,61368289.0,0.1025771141654102
122,(주)대우건설,47040,2022/12,573147000.0,509005000.0,0.0,0.0,3724617161.0,7415736591.0,80435372.0,0.0743290887047291
123,(주)대우건설,47040,2023/12,602529395.0,763170068.0,0.0,0.0,4061915414.0,7181221069.0,150492711.0,0.11019460362781149
124,(주)대웅,3090,2020/12,57052620.0,90775132.0,0.0,0.0,1116917930.0,720614938.0,10505730.0,0.07106737305996509
125,(주)대웅,3090,2021/12,56109217.0,201027235.0,0.0,0.0,1157034616.0,776674439.0,10292225.0,0.04002631645551367
126,(주)대웅,3090,2022/12,141741536.0,93077490.0,0.0,0.0,1279495802.0,879409306.0,8351007.0,0.035563587594473714
127,(주)대웅,3090,2023/12,174985759.0,206777378.0,0.0,0.0,1436798777.0,922478397.0,13993951.0,0.03665610857551184
128,(주)대웅제약,69620,2020/12,57052620.0,90910079.0,0.0,0.0,695248617.0,671659305.0,10609840.0,0.07170618048809721
129,(주)대웅제약,69620,2021/12,56109217.0,200865147.0,0.0,0.0,702407439.0,712772242.0,10248267.0,0.03988050341083829
130,(주)대웅제약,69620,2022/12,141741536.0,93114044.0,0.0,0.0,741222997.0,822117616.0,8405545.0,0.03579027162139388
131,(주)대웅제약,69620,2023/12,167425759.0,206903167.0,0.0,0.0,912281029.0,858029764.0,13602904.0,0.0363394412111235
132,(주)대유에이텍,2880,2020/12,165441780.0,61134774.0,0.0,0.0,239289133.0,927237547.0,16176594.0,0.07139571025517495
133,(주)대유에이텍,2880,2021/12,217078925.0,135034728.0,0.0,0.0,189701011.0,1131295315.0,17595897.0,0.04997220883110715
134,(주)대유에이텍,2880,2022/12,217371081.0,167836244.0,0.0,0.0,238462812.0,1136743953.0,25882575.0,0.0671912845894091
135,(주)대유에이텍,2880,2023/12,23708629.0,67160749.0,0.0,0.0,36798140.0,299228350.0,12562994.0,0.13825332886068617
136,(주)대창,12800,2020/12,242078420.0,17175568.0,0.0,0.0,221349993.0,398932797.0,9479783.0,0.03656562073791513
137,(주)대창,12800,2021/12,293143893.0,6081369.0,0.0,0.0,274114182.0,536623950.0,11013880.0,0.036807988491292555
138,(주)대창,12800,2022/12,246387612.0,64292762.0,0.0,0.0,276716175.0,563437643.0,16862670.0,0.054276585877935116
139,(주)대창,12800,2023/12,305156732.0,55518921.0,0.0,0.0,250263992.0,509268660.0,22001109.0,0.06099970657015765
140,(주)대한항공,3490,2020/12,1900886974.0,3947261094.0,0.0,47347950.0,3311724114.0,21878336960.0,513862527.0,0.08716188178756903
141,(주)대한항공,3490,2021/12,985568230.0,4371955138.0,0.0,41429590.0,6865689156.0,19806214029.0,390933686.0,0.07240916693314148
142,(주)대한항공,3490,2022/12,906051100.0,2750228822.0,0.0,0.0,9292460207.0,19705240816.0,400949993.0,0.10966063910683259
143,(주)대한항공,3490,2023/12,1021407680.0,2717963644.0,0.0,0.0,9815208242.0,20576567788.0,531415199.0,0.14211351399880393
144,(주)대호에이엘,69460,2020/12,,,,,,,,
145,(주)대호에이엘,69460,2021/12,,,,,,,,
146,(주)대호에이엘,69460,2022/12,,,,,,,,
147,(주)대호에이엘,69460,2023/12,,,,,,,,
148,(주)더블유게임즈,192080,2020/12,0.0,0.0,0.0,0.0,927887890.0,95278856.0,10421756.0,inf
149,(주)더블유게임즈,192080,2021/12,48849315.0,0.0,0.0,0.0,1184826771.0,197077448.0,1591758.0,0.032585062861168065
150,(주)더블유게임즈,192080,2022/12,0.0,29956448.0,0.0,0.0,1006297224.0,229338874.0,3632814.0,0.12126985148573022
151,(주)더블유게임즈,192080,2023/12,0.0,19976763.0,0.0,0.0,1196725259.0,91075430.0,2297655.0,0.11501638178317478
152,(주)더존비즈온,12510,2020/12,18000000.0,2672232.0,0.0,0.0,397981025.0,400993980.0,7281227.0,0.3522225853502418
153,(주)더존비즈온,12510,2021/12,18000000.0,252743256.0,0.0,0.0,501726227.0,398587976.0,7203653.0,0.026606952676967142
154,(주)더존비즈온,12510,2022/12,18000000.0,2062081.0,0.0,0.0,438499757.0,394392969.0,9485389.0,0.47280184941930997
155,(주)더존비즈온,12510,2023/12,18000000.0,253868072.0,0.0,0.0,445338536.0,437989023.0,14478100.0,0.05325413864707144
156,(주)덕성,4830,2020/12,22822828.0,1896729.0,0.0,0.0,66236223.0,38803664.0,745768.0,0.030169149066870415
157,(주)덕성,4830,2021/12,19781597.0,999920.0,0.0,0.0,84991966.0,40299826.0,573247.0,0.027584463636605546
158,(주)덕성,4830,2022/12,13546373.0,1025630.0,0.0,0.0,83409592.0,41762767.0,742335.0,0.05094255058827534
159,(주)덕성,4830,2023/12,7822002.0,965380.0,0.0,0.0,85768161.0,41050936.0,1473949.0,0.16773471325134154
160,(주)덴티움,145720,2020/12,51422677.0,81275000.0,0.0,0.0,228600894.0,281634964.0,8030783.0,0.060519394020740844
161,(주)덴티움,145720,2021/12,65584869.0,30200000.0,0.0,0.0,291098416.0,279104017.0,6077153.0,0.06344585594202776
162,(주)덴티움,145720,2022/12,77672000.0,57400000.0,0.0,0.0,373163728.0,301420236.0,6792914.0,0.050291059583037194
163,(주)덴티움,145720,2023/12,87772427.0,72999999.0,0.0,0.0,463873382.0,309896958.0,7433383.0,0.04623543467584423
164,(주)도화엔지니어링,2150,2020/12,195840.0,0.0,0.0,0.0,256835712.0,194845013.0,240820.0,1.2296772875816993
165,(주)도화엔지니어링,2150,2021/12,54827.0,1795756.0,0.0,0.0,266928762.0,233288041.0,1269945.0,0.686240498264601
166,(주)도화엔지니어링,2150,2022/12,527527.0,2302786.0,0.0,0.0,267316819.0,255273457.0,1644931.0,0.5811834238828002
167,(주)도화엔지니어링,2150,2023/12,490353.0,12427273.0,0.0,0.0,274364101.0,330735949.0,2952396.0,0.22855561850141815
168,(주)동남합성,23450,2020/12,,,,,,,,
169,(주)동남합성,23450,2021/12,,,,,,,,
170,(주)동남합성,23450,2022/12,,,,,,,,
171,(주)동남합성,23450,2023/12,,,,,,,,
172,(주)동방,4140,2020/12,78909106.0,65061264.0,0.0,0.0,116770066.0,410051935.0,15835477.0,0.10999122249946292
173,(주)동방,4140,2021/12,32013554.0,34516773.0,0.0,0.0,131456558.0,399799100.0,14567817.0,0.2189650593480474
174,(주)동방,4140,2022/12,51034842.0,109982829.0,0.0,0.0,130280219.0,437684707.0,14344747.0,0.08908802935051768
175,(주)동방,4140,2023/12,46142910.0,71500602.0,0.0,0.0,144098261.0,455221060.0,16167374.0,0.137426822143834
176,(주)동방아그로,7590,2020/12,0.0,2761919.0,0.0,0.0,141791300.0,54235750.0,381960.0,0.13829514913362775
177,(주)동방아그로,7590,2021/12,0.0,498897.0,0.0,0.0,147114820.0,57352106.0,77889.0,0.15612240602769709
178,(주)동방아그로,7590,2022/12,0.0,521228.0,0.0,0.0,150823209.0,65704821.0,583394.0,1.1192683432202415
179,(주)동방아그로,7590,2023/12,0.0,549468.0,0.0,0.0,159950147.0,64434056.0,607648.0,1.105884237116629
180,(주)동서,26960,2020/12,320078.0,0.0,0.0,0.0,1397256602.0,128513682.0,39977.0,0.12489768119020989
181,(주)동서,26960,2021/12,831593.0,0.0,0.0,0.0,1448607177.0,133970703.0,48244.0,0.058013956346433894
182,(주)동서,26960,2022/12,1440087.0,0.0,0.0,0.0,1545550259.0,82302460.0,96833.0,0.06724107640718929
183,(주)동서,26960,2023/12,806730.0,0.0,0.0,0.0,1622874728.0,71145080.0,132435.0,0.16416273102525009
184,(주)동아지질,28100,2020/12,35000000.0,0.0,0.0,0.0,191535750.0,143304737.0,1895835.0,0.05416671428571428
185,(주)동아지질,28100,2021/12,36000000.0,5000000.0,0.0,0.0,204393025.0,146434994.0,951702.0,0.023212243902439023
186,(주)동아지질,28100,2022/12,50000000.0,0.0,0.0,0.0,221639122.0,150642232.0,1428868.0,0.02857736
187,(주)동아지질,28100,2023/12,50880000.0,0.0,0.0,0.0,228916549.0,162018317.0,2662495.0,0.052328911163522014
188,(주)동양,1520,2020/12,32091728.0,4612811.0,0.0,0.0,779586271.0,217173926.0,1288000.0,0.03509102784263276
189,(주)동양,1520,2021/12,29000000.0,5199403.0,0.0,0.0,783993332.0,223240278.0,1582000.0,0.046258117429710685
190,(주)동양,1520,2022/12,44675170.0,4662857.0,0.0,0.0,783531995.0,200018245.0,1545000.0,0.03131458823839875
191,(주)동양,1520,2023/12,88139260.0,5507825.0,0.0,0.0,788242192.0,311407795.0,4225000.0,0.04511619341915448
192,(주)동양고속,84670,2020/12,21000000.0,3015986.0,0.0,0.0,107047437.0,60838463.0,643590.0,0.026798400032378433
193,(주)동양고속,84670,2021/12,42000000.0,3015986.0,0.0,0.0,84514491.0,84315064.0,1163999.0,0.025857458725884623
194,(주)동양고속,84670,2022/12,56500000.0,3565184.0,0.0,0.0,75242450.0,90255924.0,2201983.0,0.03665988936286285
195,(주)동양고속,84670,2023/12,55000000.0,4554239.0,0.0,0.0,69064045.0,99329870.0,4172353.0,0.07005971480888204
196,(주)동원에프앤비,49770,2020/12,75000000.0,70986698.0,0.0,0.0,746945394.0,936989278.0,15194150.0,0.10407900314314938
197,(주)동원에프앤비,49770,2021/12,133478710.0,195914203.0,0.0,0.0,798821029.0,1136863167.0,14524852.0,0.04409582424743911
198,(주)동원에프앤비,49770,2022/12,157000000.0,141969209.0,0.0,0.0,883805291.0,1187905520.0,17595037.0,0.05885233820182466
199,(주)동원에프앤비,49770,2023/12,235961480.0,181525268.0,0.0,0.0,973199406.0,1232947132.0,26848621.0,0.06431011553928413
200,(주)두올,16740,2020/12,52670867.0,7294825.0,0.0,0.0,183419236.0,222317127.0,3176169.0,0.05296643620822386
201,(주)두올,16740,2021/12,50094536.0,2698227.0,0.0,0.0,197312679.0,226828876.0,3282107.0,0.0621696386680879
202,(주)두올,16740,2022/12,50319502.0,30231518.0,0.0,0.0,198173170.0,263998120.0,3631297.0,0.045080707854475335
203,(주)두올,16740,2023/12,55818275.0,1519136.0,0.0,0.0,215587696.0,261501986.0,3810699.0,0.06646095339044869
204,(주)드림텍,192650,2020/12,89631539.0,7537012.0,0.0,0.0,302250970.0,302024085.0,3767338.0,0.038771165785934175
205,(주)드림텍,192650,2021/12,114371251.0,13900000.0,0.0,0.0,388765720.0,344213371.0,3573308.0,0.027857434710759934
206,(주)드림텍,192650,2022/12,121651579.0,12200000.0,0.0,0.0,501654718.0,323702374.0,5722520.0,0.042752726884155774
207,(주)드림텍,192650,2023/12,126355307.0,13371000.0,0.0,0.0,508036065.0,287299288.0,9116433.0,0.06524492914566188
208,(주)디비아이엔씨,12030,2020/12,3893183.0,64617380.0,0.0,0.0,313704547.0,158786944.0,5735434.0,0.08371605412146445
209,(주)디비아이엔씨,12030,2021/12,4120000.0,0.0,0.0,0.0,437784123.0,164214797.0,4819935.0,1.1698871359223302
210,(주)디비아이엔씨,12030,2022/12,6309634.0,34932539.0,0.0,0.0,284983494.0,129333891.0,4172562.0,0.10117221514976915
211,(주)디비아이엔씨,12030,2023/12,178096661.0,0.0,0.0,0.0,395210861.0,484173981.0,3804745.0,0.02136337075965731
212,(주)디아이,3160,2020/12,29499668.0,1082391.0,0.0,0.0,136488940.0,92401937.0,1237694.0,0.04047124492173663
213,(주)디아이,3160,2021/12,26280480.0,6749859.0,0.0,0.0,152058573.0,96098088.0,1257855.0,0.03808180715311459
214,(주)디아이,3160,2022/12,29200000.0,13695166.0,0.0,0.0,163379236.0,111206587.0,2175764.0,0.05072282503814066
215,(주)디아이,3160,2023/12,39500000.0,10813050.0,0.0,0.0,161249418.0,119340064.0,3282975.0,0.06525096371617305
216,(주)디아이씨,92200,2020/12,230541517.0,38758728.0,0.0,0.0,70642455.0,533974825.0,18936088.0,0.07031589592501114
217,(주)디아이씨,92200,2021/12,201943608.0,46021565.0,0.0,0.0,132520163.0,496346185.0,12291515.0,0.04956952160374554
218,(주)디아이씨,92200,2022/12,186958325.0,27552683.0,0.0,0.0,143552472.0,504681102.0,13979633.0,0.06516976974906574
219,(주)디아이씨,92200,2023/12,196411971.0,36975305.0,0.0,0.0,160517010.0,523567832.0,15019901.0,0.06435612625257257
220,(주)디알비동일,4840,2020/12,146729121.0,20602690.0,0.0,0.0,463615282.0,312819481.0,4588015.0,0.027418665778977315
221,(주)디알비동일,4840,2021/12,192711014.0,30312125.0,0.0,0.0,475555752.0,356400810.0,4892495.0,0.021937163210674744
222,(주)디알비동일,4840,2022/12,261081289.0,25979354.0,0.0,0.0,479768685.0,465469810.0,9815191.0,0.034192047009384004
223,(주)디알비동일,4840,2023/12,235490377.0,18501310.0,0.0,0.0,498109854.0,465541738.0,16796439.0,0.06612987691994818
224,(주)디에스단석,17860,2020/12,,,,,,,,
225,(주)디에스단석,17860,2021/12,,,,,,,,
226,(주)디에스단석,17860,2022/12,209641171.0,20481605.0,0.0,0.0,139743428.0,425843742.0,15516946.0,0.06742898842833357
227,(주)디에스단석,17860,2023/12,188021451.0,80122850.0,0.0,0.0,281175211.0,437728926.0,23823963.0,0.08884754556092542
