,"[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)","[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)","[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)","[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)","[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)","[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)","[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)",20231231,20221231,20211231,20201231,20191231,20181231,20171231,20161231,20141231,20131231,20121231
,concept_id,label_ko,label_en,class0,class1,class2,class3,"('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)"
20,ifrs-full_InvestmentsInAssociates,공동기업 및 관계기업투자,Investments in associates,재무상태표 [abstract],자산 [abstract],비유동자산,공동기업 및 관계기업투자,28476142000000.0,25199437000000.0,22429117000000.0,19925260000000.0,18375290000000.0,17143239000000.0,17252338000000.0,18070121000000.0,16157334000000.0,14694995000000.0,13117731000000.0
21,dart_InvestedAssetForPostemploymentBenefit,순확정급여자산,Invested asset for postemployment benefit,재무상태표 [abstract],자산 [abstract],비유동자산,순확정급여자산,488181000000.0,837502000000.0,219721000000.0,,,,,,,,
22,ifrs-full_DeferredTaxAssets,이연법인세자산,Deferred tax assets,재무상태표 [abstract],자산 [abstract],비유동자산,이연법인세자산,3604977000000.0,3237309000000.0,2224833000000.0,2847454000000.0,2340096000000.0,1846330000000.0,1123902000000.0,1116774000000.0,649850000000.0,521399000000.0,489080000000.0
23,entity00164742_udf_BS_201711283749592_NoncurrentAssets,금융업채권,Finance Receivables,재무상태표 [abstract],자산 [abstract],비유동자산,금융업채권,64566977000000.0,52326478000000.0,45776526000000.0,37069158000000.0,32080426000000.0,28637075000000.0,25631830000000.0,26918009000000.0,21496004000000.0,19835016000000.0,18626764000000.0
24,entity00164742_udf_BS_201711283750736_NoncurrentAssets,운용리스자산,Operating lease assets,재무상태표 [abstract],자산 [abstract],비유동자산,운용리스자산,29664618000000.0,27681534000000.0,26327996000000.0,20501691000000.0,21068340000000.0,20425766000000.0,20727950000000.0,21317260000000.0,13265616000000.0,10564876000000.0,7830088000000.0
25,ifrs-full_RightofuseAssets,사용권자산,Right-of-use assets,재무상태표 [abstract],자산 [abstract],비유동자산,사용권자산,1037643000000.0,1117293000000.0,940826000000.0,836324000000.0,734542000000.0,,,,,,
26,ifrs-full_Assets,자산총계,Total assets,재무상태표 [abstract],자산 [abstract],자산총계,,282463355000000.0,255742462000000.0,233946415000000.0,209344212000000.0,194512220000000.0,180655752000000.0,178199454000000.0,178835928000000.0,147225117000000.0,133421479000000.0,121537814000000.0
27,ifrs-full_CurrentLiabilities,유동부채,Current liabilities,재무상태표 [abstract],부채 [abstract],유동부채,,73362103000000.0,74236472000000.0,64236787000000.0,59459528000000.0,53314096000000.0,49438414000000.0,43160709000000.0,43609793000000.0,35179673000000.0,31919682000000.0,32835699000000.0
28,dart_ShortTermTradePayables,매입채무,Trade notes and accounts payable,재무상태표 [abstract],부채 [abstract],유동부채,매입채무,10952046000000.0,10797065000000.0,9155255000000.0,8793179000000.0,7669424000000.0,7655630000000.0,6483875000000.0,6985942000000.0,7041529000000.0,6722740000000.0,6841326000000.0
29,dart_ShortTermOtherPayables,미지급금,Other payables,재무상태표 [abstract],부채 [abstract],유동부채,미지급금,8642808000000.0,8277891000000.0,6335645000000.0,6123714000000.0,6060100000000.0,5425460000000.0,5040057000000.0,4946723000000.0,4686473000000.0,4687490000000.0,4542007000000.0
30,ifrs-full_ShorttermBorrowings,단기차입금,Short-term borrowings,재무상태표 [abstract],부채 [abstract],유동부채,단기차입금,9035548000000.0,11366480000000.0,13087836000000.0,13780670000000.0,12570693000000.0,12249850000000.0,9959654000000.0,8760678000000.0,6845920000000.0,5292798000000.0,6781749000000.0
31,ifrs-full_CurrentPortionOfLongtermBorrowings,유동성장기부채,Current portion of long-term debt and debentures,재무상태표 [abstract],부채 [abstract],유동부채,유동성장기부채,25109158000000.0,25574131000000.0,20578902000000.0,16104005000000.0,15778558000000.0,14104927000000.0,13098547000000.0,14836967000000.0,9679498000000.0,8685254000000.0,7912341000000.0
32,ifrs-full_CurrentTaxLiabilities,당기법인세부채,Income tax payable,재무상태표 [abstract],부채 [abstract],유동부채,당기법인세부채,1324720000000.0,1008506000000.0,751929000000.0,548733000000.0,370100000000.0,150802000000.0,151525000000.0,540909000000.0,656201000000.0,605280000000.0,550847000000.0
33,ifrs-full_CurrentProvisions,충당부채,Provisions,재무상태표 [abstract],부채 [abstract],유동부채,충당부채,7316877000000.0,8102596000000.0,6664647000000.0,6360770000000.0,3462034000000.0,3291868000000.0,1809978000000.0,1925562000000.0,1844780000000.0,1782937000000.0,1768014000000.0
34,ifrs-full_OtherCurrentFinancialLiabilities,기타금융부채,Other financial liabilities,재무상태표 [abstract],부채 [abstract],유동부채,기타금융부채,56712000000.0,99144000000.0,55187000000.0,100328000000.0,9970000000.0,44288000000.0,25652000000.0,138106000000.0,223303000000.0,144069000000.0,148311000000.0
35,dart_OtherCurrentLiabilities,기타부채,Other liabilities,재무상태표 [abstract],부채 [abstract],유동부채,기타부채,10577033000000.0,8600241000000.0,7440120000000.0,7292585000000.0,7260829000000.0,5796193000000.0,6591421000000.0,5474906000000.0,4201969000000.0,3999114000000.0,4291104000000.0
36,entity00164742_udf_BS_201911193634475_CurrentLiabilities,리스부채,Current Lease liability,재무상태표 [abstract],부채 [abstract],유동부채,리스부채,224350000000.0,405053000000.0,167266000000.0,141478000000.0,132388000000.0,,,,,,
37,entity00164742_udf_BS_20213584341924_CurrentLiabilities,매각예정비유동부채,Non-Current Liabilities Held for Sale,재무상태표 [abstract],부채 [abstract],유동부채,매각예정비유동부채,122851000000.0,5365000000.0,,214066000000.0,,719396000000.0,,,,,
38,ifrs-full_NoncurrentLiabilities,비유동부채,Non-current liabilities,재무상태표 [abstract],부채 [abstract],비유동부채,,107291812000000.0,90609445000000.0,87093839000000.0,73543714000000.0,64832370000000.0,57321328000000.0,60281391000000.0,62881557000000.0,49424879000000.0,44919008000000.0,40784540000000.0
39,dart_LongTermOtherPayablesGross,장기성미지급금,"Long-Term other Payables, gross",재무상태표 [abstract],부채 [abstract],비유동부채,장기성미지급금,616011000000.0,726115000000.0,769487000000.0,798547000000.0,847287000000.0,20319000000.0,19189000000.0,22586000000.0,2339000000.0,15964000000.0,8271000000.0
40,dart_BondsIssued,사채,Debentures,재무상태표 [abstract],부채 [abstract],비유동부채,사채,73033493000000.0,62960060000000.0,63458809000000.0,48795361000000.0,41805814000000.0,36956114000000.0,36454192000000.0,36456392000000.0,30302085000000.0,29322780000000.0,26370689000000.0
41,dart_LongTermBorrowingsGross,장기차입금,Long-term debt,재무상태표 [abstract],부채 [abstract],비유동부채,장기차입금,17569760000000.0,12285149000000.0,10667731000000.0,12726724000000.0,11217088000000.0,9985250000000.0,12488137000000.0,13389983000000.0,7430429000000.0,4666030000000.0,4142473000000.0
42,dart_PostemploymentBenefitObligations,순확정급여부채,Net defined benefit liabilities,재무상태표 [abstract],부채 [abstract],비유동부채,순확정급여부채,77268000000.0,61861000000.0,79165000000.0,247566000000.0,412598000000.0,433247000000.0,157213000000.0,492173000000.0,594058000000.0,389306000000.0,821749000000.0
43,ifrs-full_NoncurrentProvisions,충당부채,Provisions,재무상태표 [abstract],부채 [abstract],비유동부채,충당부채,4333841000000.0,4327985000000.0,4214137000000.0,4010118000000.0,3682895000000.0,3508036000000.0,4844463000000.0,5047078000000.0,4882090000000.0,5122982000000.0,5240744000000.0
44,ifrs-full_OtherNoncurrentFinancialLiabilities,기타금융부채,Other financial liabilities,재무상태표 [abstract],부채 [abstract],비유동부채,기타금융부채,176399000000.0,262518000000.0,87258000000.0,459507000000.0,175196000000.0,297506000000.0,438070000000.0,23454000000.0,210528000000.0,440113000000.0,356193000000.0
45,dart_OtherNonCurrentLiabilities,기타부채,Other liabilities,재무상태표 [abstract],부채 [abstract],비유동부채,기타부채,5212012000000.0,4252265000000.0,3344618000000.0,2612752000000.0,2552819000000.0,2800510000000.0,2645420000000.0,2827665000000.0,1952147000000.0,1609481000000.0,1482358000000.0
46,ifrs-full_DeferredTaxLiabilities,이연법인세부채,Deferred tax liabilities,재무상태표 [abstract],부채 [abstract],비유동부채,이연법인세부채,5438976000000.0,5027741000000.0,3689328000000.0,3277573000000.0,3503077000000.0,3320346000000.0,3234707000000.0,4622226000000.0,4051203000000.0,3352352000000.0,2362063000000.0
47,entity00164742_udf_BS_201911193548214_NoncurrentLiabilities,리스부채,Non-Current Lease Liability,재무상태표 [abstract],부채 [abstract],비유동부채,리스부채,834052000000.0,705751000000.0,783306000000.0,615566000000.0,635596000000.0,,,,,,
48,ifrs-full_Liabilities,부채총계,Total liabilities,재무상태표 [abstract],부채 [abstract],부채총계,,180653915000000.0,164845917000000.0,151330626000000.0,133003242000000.0,118146466000000.0,106759742000000.0,103442100000000.0,106491350000000.0,84604552000000.0,76838690000000.0,73620239000000.0
49,ifrs-full_EquityAttributableToOwnersOfParent,지배기업소유주지분,Equity attributable to owners of parent,재무상태표 [abstract],자본 [abstract],지배기업소유주지분,,92497311000000.0,82349287000000.0,74986122000000.0,69480633000000.0,70065802000000.0,67973969000000.0,69103484000000.0,67189658000000.0,57654828000000.0,51931085000000.0,44039059000000.0
50,ifrs-full_IssuedCapital,자본금,Capital stock,재무상태표 [abstract],자본 [abstract],지배기업소유주지분,자본금,1488993000000.0,1488993000000.0,1488993000000.0,1488993000000.0,1488993000000.0,1488993000000.0,1488993000000.0,1488993000000.0,1488993000000.0,1488993000000.0,1488993000000.0
51,dart_CapitalSurplus,자본잉여금,Capital surplus,재무상태표 [abstract],자본 [abstract],지배기업소유주지분,자본잉여금,4378489000000.0,4241303000000.0,4070260000000.0,4190093000000.0,4197015000000.0,4201214000000.0,4201214000000.0,4202597000000.0,4134550000000.0,4130668000000.0,4158988000000.0
52,dart_ElementsOfOtherStockholdersEquity,기타자본항목,Other capital items,재무상태표 [abstract],자본 [abstract],지배기업소유주지분,기타자본항목,-1197084000000.0,-1713928000000.0,-1968385000000.0,-1700592000000.0,-1516817000000.0,-1155244000000.0,-1640096000000.0,-1640096000000.0,-1273752000000.0,-1128779000000.0,-1128779000000.0
53,dart_OtherComprehensiveIncomeLossAccumulatedAmount,기타포괄손익누계액,Accumulated other comprehensive loss,재무상태표 [abstract],자본 [abstract],지배기업소유주지분,기타포괄손익누계액,-838892000000.0,-1620682000000.0,-1772601000000.0,-3409661000000.0,-2353022000000.0,-3052198000000.0,-2278955000000.0,-1223244000000.0,-1344826000000.0,-834036000000.0,-473373000000.0
54,ifrs-full_RetainedEarnings,이익잉여금,Retained earnings,재무상태표 [abstract],자본 [abstract],지배기업소유주지분,이익잉여금,88665805000000.0,79953601000000.0,73167855000000.0,68911800000000.0,68249633000000.0,66490082000000.0,67332328000000.0,64361408000000.0,54649863000000.0,48274239000000.0,39993230000000.0
55,ifrs-full_NoncontrollingInterests,비지배지분,Non-controlling interests,재무상태표 [abstract],자본 [abstract],비지배지분,,9312129000000.0,8547258000000.0,7629667000000.0,6860337000000.0,6299952000000.0,5922041000000.0,5653870000000.0,5154920000000.0,4965737000000.0,4651704000000.0,3878516000000.0
56,ifrs-full_Equity,자본총계,Total equity,재무상태표 [abstract],자본 [abstract],자본총계,,101809440000000.0,90896545000000.0,82615789000000.0,76340970000000.0,76365754000000.0,73896010000000.0,74757354000000.0,72344578000000.0,62620565000000.0,56582789000000.0,47917575000000.0
57,ifrs-full_EquityAndLiabilities,부채와자본총계,Total equity and liabilities,재무상태표 [abstract],부채와자본총계,,,282463355000000.0,255742462000000.0,233946415000000.0,209344212000000.0,194512220000000.0,180655752000000.0,178199454000000.0,178835928000000.0,147225117000000.0,133421479000000.0,121537814000000.0
