,회사명,거래소코드,회계년도,단기차입금,유동성장기부채,사채,장기차입금,법인세비용,자본,부채,이자비용,세후타인자본비용
409,(주)엘엑스인터내셔널,1120,2021/12,415970655.0,328655946.0,0.0,0.0,194365293.0,2384244343.0,4362644679.0,34101000.0,0.04579610767894122
410,(주)엘엑스인터내셔널,1120,2022/12,281801594.0,301170402.0,0.0,0.0,353876885.0,3036475273.0,4682532061.0,59066000.0,0.10131876042978916
411,(주)엘엑스인터내셔널,1120,2023/12,130851842.0,313994958.0,0.0,0.0,149439195.0,3074954894.0,4920385837.0,116192000.0,0.2611955396779296
412,(주)엘엑스하우시스,108670,2020/12,247600000.0,154167000.0,0.0,0.0,-12298000.0,837215000.0,1548157000.0,29481000.0,0.07337835113386615
413,(주)엘엑스하우시스,108670,2021/12,244178000.0,294369000.0,0.0,0.0,6899000.0,863418000.0,1683973000.0,23792000.0,0.04417813115661214
414,(주)엘엑스하우시스,108670,2022/12,323324000.0,162654000.0,0.0,0.0,5366000.0,779943000.0,1703786000.0,33531000.0,0.0689969504792398
415,(주)엘엑스하우시스,108670,2023/12,242273000.0,159903000.0,0.0,0.0,6616000.0,832982000.0,1551810000.0,44769000.0,0.11131693586887333
416,(주)엘지,3550,2020/12,49665000.0,274202000.0,0.0,0.0,324590000.0,20861290000.0,3420978000.0,32940000.0,0.10170841734415671
417,(주)엘지,3550,2021/12,41453000.0,247308000.0,0.0,0.0,209251000.0,21940221000.0,3729575000.0,23099000.0,0.07999348942551106
418,(주)엘지,3550,2022/12,289303000.0,384669000.0,0.0,0.0,527083000.0,26234186000.0,3399491000.0,20422000.0,0.030300962057770945
419,(주)엘지,3550,2023/12,2565000.0,15546000.0,0.0,0.0,204110000.0,27016489000.0,3236596000.0,39701000.0,2.1920932030257854
420,(주)엘지생활건강,51900,2020/12,186412986.0,3578572.0,0.0,0.0,307973132.0,4849195699.0,1952220085.0,12508000.0,0.06583450407833384
421,(주)엘지생활건강,51900,2021/12,256676146.0,35460166.0,0.0,0.0,326237007.0,5497832811.0,2057406606.0,12537000.0,0.04291489789191287
422,(주)엘지생활건강,51900,2022/12,215544469.0,7504920.0,0.0,0.0,159429314.0,5468835988.0,1834093664.0,14831000.0,0.0664920001193099
423,(주)엘지생활건강,51900,2023/12,138182510.0,7790336.0,0.0,0.0,112859158.0,5548926466.0,1671359346.0,19367000.0,0.13267536073113215
424,(주)엘지에너지솔루션,373220,2020/12,793584000.0,329454000.0,0.0,0.0,-147345000.0,7565405000.0,12376390000.0,7910000.0,0.00704339479162771
425,(주)엘지에너지솔루션,373220,2021/12,1146277000.0,1057099000.0,0.0,0.0,76523000.0,8742373000.0,15021764000.0,67011000.0,0.030412875514664768
426,(주)엘지에너지솔루션,373220,2022/12,1243992000.0,1622709000.0,0.0,0.0,215488000.0,20593762000.0,17705683000.0,113684000.0,0.03965673434376309
427,(주)엘지에너지솔루션,373220,2023/12,1576437000.0,1635019000.0,0.0,0.0,405475000.0,24373509000.0,21063635000.0,315752000.0,0.09832051256501724
428,(주)엘지유플러스,32640,2020/12,50000000.0,1081600000.0,0.0,0.0,120787000.0,7651214000.0,10698976000.0,149250000.0,0.13189289501590667
429,(주)엘지유플러스,32640,2021/12,0.0,1774627000.0,0.0,0.0,180975000.0,7958558000.0,11411957000.0,153152000.0,0.086300952256446
430,(주)엘지유플러스,32640,2022/12,0.0,1427215000.0,0.0,0.0,194224000.0,8449667000.0,11325133000.0,180576000.0,0.12652333390554332
431,(주)엘지유플러스,32640,2023/12,130000000.0,2172052000.0,0.0,0.0,140706000.0,8756785000.0,11343820000.0,242592000.0,0.10538076463954767
432,(주)엘지헬로비전,37560,2020/12,0.0,158392130.0,0.0,0.0,2825777.0,631105915.0,841615540.0,15715346.0,0.09921797250911393
433,(주)엘지헬로비전,37560,2021/12,0.0,37716680.0,0.0,0.0,8396267.0,652383502.0,835732530.0,12778972.0,0.3388148691772447
434,(주)엘지헬로비전,37560,2022/12,0.0,206716365.0,0.0,0.0,12374027.0,625521811.0,802491626.0,10492415.0,0.050757544038663796
435,(주)엘지헬로비전,37560,2023/12,0.0,149575343.0,0.0,0.0,9785018.0,565338308.0,754107898.0,12283979.0,0.08212569500843464
436,(주)엘지화학,51910,2020/12,879757000.0,636271000.0,0.0,0.0,367839000.0,18790440000.0,22598454000.0,198814000.0,0.13114137733603864
437,(주)엘지화학,51910,2021/12,1688383000.0,1788697000.0,0.0,0.0,1235790000.0,23209988000.0,27925314000.0,211002000.0,0.0606836771083783
438,(주)엘지화학,51910,2022/12,1402367000.0,2402000000.0,0.0,0.0,641482000.0,37481127000.0,30492696000.0,303069000.0,0.0796634499247838
439,(주)엘지화학,51910,2023/12,1875362000.0,5202517000.0,0.0,0.0,432501000.0,40938185000.0,36528509000.0,647232000.0,0.09144434370805152
440,(주)엠씨넥스,97520,2020/12,56713409.0,6233524.0,0.0,0.0,14182763.0,252934743.0,200461505.0,3660475.0,0.05815176094441329
441,(주)엠씨넥스,97520,2021/12,35449955.0,14502100.0,0.0,0.0,10775160.0,298966196.0,226561392.0,1499484.0,0.030018464705806398
442,(주)엠씨넥스,97520,2022/12,41992558.0,6243833.0,0.0,0.0,6177207.0,309066578.0,229823433.0,4143875.0,0.08590765009762028
443,(주)엠씨넥스,97520,2023/12,39623164.0,8703450.0,0.0,0.0,-111962.0,323612702.0,212084768.0,3042500.0,0.06295702819154679
444,(주)영풍,670,2020/12,246211087.0,16880234.0,0.0,0.0,68473044.0,3712136489.0,1288719463.0,5699083.0,0.021661995455942842
445,(주)영풍,670,2021/12,321410376.0,6622576.0,0.0,0.0,30691153.0,3902290708.0,1618710698.0,4744783.0,0.014464348691408295
446,(주)영풍,670,2022/12,174709985.0,10814873.0,0.0,0.0,-168530576.0,4403386627.0,1468547025.0,8978899.0,0.04839728269728685
447,(주)영풍,670,2023/12,155710500.0,23773460.0,0.0,0.0,-19226794.0,4282768795.0,1285348175.0,18883334.0,0.10520903372089628
448,(주)예스코홀딩스,15360,2020/12,60359232.0,156250180.0,0.0,0.0,13892448.0,521308330.0,1042780635.0,12847994.0,0.05931410773600179
449,(주)예스코홀딩스,15360,2021/12,6644124.0,120473924.0,0.0,0.0,35554229.0,533558018.0,889444520.0,11093531.0,0.08726951974592939
450,(주)예스코홀딩스,15360,2022/12,15000000.0,226095156.0,0.0,0.0,997489.0,519538661.0,971855140.0,10462648.0,0.043396342645722834
451,(주)예스코홀딩스,15360,2023/12,15000000.0,101925904.0,0.0,0.0,16168134.0,503009253.0,855030228.0,10158805.0,0.08688241572201144
452,(주)오뚜기,7310,2020/12,131796574.0,69733128.0,0.0,0.0,66623530.0,1441924478.0,897375182.0,8645900.0,0.04290136845436312
453,(주)오뚜기,7310,2021/12,260991826.0,81970965.0,0.0,0.0,32923022.0,1538452347.0,1067386662.0,8995106.0,0.02622764403617184
454,(주)오뚜기,7310,2022/12,572193928.0,234096513.0,0.0,0.0,5025846.0,1947519891.0,1622240968.0,19342477.0,0.023989465850556946
455,(주)오뚜기,7310,2023/12,416084368.0,104535756.0,0.0,0.0,58303755.0,2063540799.0,1432941730.0,47616492.0,0.09146110533368472
456,(주)오리온,271560,2020/12,2516963.0,0.0,0.0,0.0,122788740.0,1897508266.0,767898168.0,7362309.0,2.925076371802049
457,(주)오리온,271560,2021/12,1734778.0,159956353.0,0.0,0.0,115385469.0,2292550472.0,827878189.0,6389281.0,0.03951534608289678
458,(주)오리온,271560,2022/12,23907383.0,69973925.0,0.0,0.0,88420041.0,2639228833.0,732455082.0,4394395.0,0.04680798652698789
459,(주)오리온,271560,2023/12,3812744.0,0.0,0.0,0.0,135035952.0,2955476949.0,565908178.0,3600108.0,0.9442301922185177
460,(주)오리온홀딩스,1800,2020/12,19516963.0,60000000.0,0.0,0.0,105744875.0,3494709905.0,1002841041.0,9019144.0,0.11342415076893719
461,(주)오리온홀딩스,1800,2021/12,95734778.0,159956353.0,0.0,0.0,94691767.0,3870846883.0,1090941457.0,9038654.0,0.0353498925232569
462,(주)오리온홀딩스,1800,2022/12,105907383.0,69973925.0,0.0,0.0,97590908.0,4124954123.0,977214308.0,6547723.0,0.03722807769885359
463,(주)오리온홀딩스,1800,2023/12,95812744.0,0.0,0.0,0.0,136727311.0,4319813023.0,818487035.0,6996034.0,0.07301778143416914
464,(주)와이투솔루션,11690,2020/12,12836822.0,722697.0,0.0,0.0,14308.0,31866908.0,81286586.0,2629513.0,0.19392376676488304
465,(주)와이투솔루션,11690,2021/12,0.0,0.0,0.0,0.0,748168.0,87556350.0,30945551.0,428219.0,inf
466,(주)와이투솔루션,11690,2022/12,746500.0,0.0,0.0,0.0,199121.0,82499822.0,44107169.0,1787609.0,2.394653717347622
467,(주)와이투솔루션,11690,2023/12,0.0,0.0,0.0,0.0,163712.0,101958444.0,22163186.0,658084.0,inf
468,(주)우성,6980,2020/12,49431393.0,1296339.0,0.0,0.0,3223972.0,177352851.0,136104556.0,1656936.0,0.03266331717727889
469,(주)우성,6980,2021/12,82322597.0,1154419.0,0.0,0.0,7292208.0,172245247.0,172372494.0,943629.0,0.01130405763425947
470,(주)우성,6980,2022/12,109812146.0,4821987.0,0.0,0.0,-6211866.0,173231984.0,228737289.0,3598924.0,0.031394872589999
471,(주)우성,6980,2023/12,109715560.0,3654868.0,0.0,0.0,2329991.0,182519530.0,242808034.0,7216591.0,0.06365496829561233
472,(주)우신시스템,17370,2020/12,103961590.0,13667972.0,0.0,0.0,1942890.0,100232109.0,224284592.0,4345144.0,0.036939217711275674
473,(주)우신시스템,17370,2021/12,105570324.0,19715569.0,0.0,0.0,-178852.0,89247153.0,220358555.0,4490602.0,0.035842838267513485
474,(주)우신시스템,17370,2022/12,105758050.0,11976010.0,0.0,0.0,2934402.0,90048515.0,192467200.0,5636911.0,0.04787833699101178
475,(주)우신시스템,17370,2023/12,109228368.0,7190120.0,0.0,0.0,3458510.0,96403708.0,284056762.0,7079206.0,0.06080826268762398
476,(주)우진,105840,2020/12,13479058.0,22588023.0,0.0,0.0,7138923.0,166336143.0,73838366.0,1069913.0,0.029664529824301556
477,(주)우진,105840,2021/12,8554328.0,397569.0,0.0,0.0,-2003386.0,159569193.0,70225426.0,1106410.0,0.1235950324272051
478,(주)우진,105840,2022/12,285954.0,16111111.0,0.0,0.0,2743902.0,176569431.0,50483945.0,1014243.0,0.06185515517563662
479,(주)우진,105840,2023/12,0.0,0.0,0.0,0.0,1581881.0,197283318.0,43017758.0,383437.0,inf
480,(주)웅진,16880,2020/12,123500000.0,111000000.0,0.0,0.0,14362671.0,198132874.0,897850726.0,24774388.0,0.10564771002132196
481,(주)웅진,16880,2021/12,206418591.0,52073140.0,0.0,0.0,2440569.0,220517482.0,845476888.0,23009717.0,0.08901529233056975
482,(주)웅진,16880,2022/12,214902691.0,137141757.0,0.0,0.0,510750.0,226164473.0,868253314.0,21109164.0,0.05996164438872219
483,(주)웅진,16880,2023/12,255732591.0,31439031.0,0.0,0.0,-9183101.0,191624801.0,835453231.0,23919684.0,0.08329403801605438
484,(주)웅진씽크빅,95720,2020/12,80000000.0,14614795.0,0.0,0.0,3168547.0,374718795.0,291360210.0,10472680.0,0.11068755156104286
485,(주)웅진씽크빅,95720,2021/12,93500000.0,0.0,0.0,0.0,11211138.0,373543605.0,398095903.0,4585825.0,0.04904625668449198
486,(주)웅진씽크빅,95720,2022/12,85984100.0,0.0,0.0,0.0,3928719.0,364929128.0,425863102.0,6232422.0,0.07248342426099709
487,(주)웅진씽크빅,95720,2023/12,111814000.0,1583480.0,0.0,0.0,-5755607.0,321062631.0,418313652.0,9183282.0,0.08098312237626444
488,(주)원림,5820,2020/12,16833018.0,0.0,0.0,0.0,5486205.0,133393420.0,43929962.0,998973.0,0.059346042403091354
489,(주)원림,5820,2021/12,14708882.0,2500000.0,0.0,0.0,418689.0,135439018.0,34844419.0,733520.0,0.04262450053408467
490,(주)원림,5820,2022/12,7986188.0,0.0,0.0,0.0,-1527287.0,143929258.0,26002568.0,263701.0,0.03301963339706002
491,(주)원림,5820,2023/12,5633103.0,0.0,0.0,0.0,1647501.0,151917182.0,23052297.0,226387.0,0.04018868463793401
492,(주)위스컴,24070,2020/12,0.0,0.0,0.0,0.0,-74512.0,116728371.0,13938143.0,53592.0,inf
493,(주)위스컴,24070,2021/12,0.0,0.0,0.0,0.0,801746.0,120142945.0,15140908.0,10468.0,inf
494,(주)위스컴,24070,2022/12,3075000.0,0.0,0.0,0.0,396948.0,112576389.0,15926877.0,42199.0,0.013723252032520325
495,(주)위스컴,24070,2023/12,0.0,0.0,0.0,0.0,-13061.0,110912067.0,12077939.0,28035.0,inf
496,(주)유니드,14830,2020/12,93927485.0,50539419.0,0.0,0.0,13962400.0,781997903.0,338797020.0,8477155.0,0.058678872221142084
497,(주)유니드,14830,2021/12,129488160.0,28186120.0,0.0,0.0,49144722.0,993090904.0,354619999.0,5082357.0,0.03223326594546682
498,(주)유니드,14830,2022/12,358530403.0,29250110.0,0.0,0.0,19595356.0,901552166.0,587712512.0,9876676.0,0.025469758455861344
499,(주)유니드,14830,2023/12,166400036.0,12999960.0,0.0,0.0,6519670.0,903111516.0,356024268.0,15104479.0,0.08419442216709971
500,(주)유유제약,220,2020/12,3000000.0,906800.0,0.0,0.0,1298730.0,117036441.0,37864566.0,1758561.0,0.45012823794409745
501,(주)유유제약,220,2021/12,8200000.0,1835310.0,0.0,0.0,537134.0,128685078.0,64300209.0,2175396.0,0.2167741704043024
502,(주)유유제약,220,2022/12,7200000.0,743320.0,0.0,0.0,615016.0,123374041.0,71831031.0,2580742.0,0.3248946284425152
503,(주)유유제약,220,2023/12,17575000.0,466680.0,0.0,0.0,98436.0,120355655.0,77857872.0,2553778.0,0.14154879146509639
504,(주)유한양행,100,2020/12,48500000.0,20475000.0,0.0,0.0,49490016.0,1846502194.0,547019907.0,2712073.0,0.03931965204784342
505,(주)유한양행,100,2021/12,69000000.0,20550000.0,0.0,0.0,26934059.0,1935889088.0,527922717.0,2943971.0,0.032875164712451145
506,(주)유한양행,100,2022/12,64120000.0,26000000.0,0.0,0.0,4333847.0,2007806369.0,464921703.0,3468047.0,0.038482545494895694
507,(주)유한양행,100,2023/12,128227000.0,4148465.0,0.0,0.0,508433.0,2101732643.0,712337878.0,6299658.0,0.047589317249990395
508,(주)이노션,214320,2020/12,0.0,8365600.0,0.0,0.0,33457567.0,783974506.0,1260002678.0,3421641.0,0.40901322080902747
509,(주)이노션,214320,2021/12,0.0,2337780.0,0.0,0.0,36820401.0,834762741.0,1366820754.0,3020130.0,1.2918794753997382
510,(주)이노션,214320,2022/12,2716820.0,75090.0,0.0,0.0,53185072.0,873966892.0,1416175662.0,3191360.0,1.1430740962280304
511,(주)이노션,214320,2023/12,3500001.0,202780.0,0.0,0.0,44524064.0,937468760.0,1622740343.0,5613827.0,1.5161109987331143
512,(주)인팩,23810,2020/12,75722897.0,4050000.0,0.0,0.0,3863647.0,114424094.0,205338444.0,2136093.0,0.02677717721596597
513,(주)인팩,23810,2021/12,93418612.0,223154.0,0.0,0.0,2832348.0,121099773.0,232862255.0,2115973.0,0.022596466196504666
514,(주)인팩,23810,2022/12,91638530.0,604014.0,0.0,0.0,258399.0,137664892.0,273499293.0,3585437.0,0.03886966734135173
515,(주)인팩,23810,2023/12,126959360.0,4919711.0,0.0,0.0,8088604.0,152353907.0,330515820.0,8882431.0,0.0673528478222295
516,(주)제이에스코퍼레이션,194370,2020/12,195324767.0,9814554.0,0.0,0.0,-609420.0,150694988.0,353700901.0,2631898.0,0.012829807504335065
517,(주)제이에스코퍼레이션,194370,2021/12,157719899.0,8587509.0,0.0,0.0,11232105.0,201886290.0,350394618.0,4065288.0,0.024444419216731465
518,(주)제이에스코퍼레이션,194370,2022/12,111067496.0,0.0,0.0,0.0,19008968.0,255477889.0,278290252.0,4238468.0,0.038161191641522194
519,(주)제이에스코퍼레이션,194370,2023/12,160962863.0,2400000.0,0.0,0.0,19914239.0,292811741.0,470072217.0,13831456.0,0.08466707638442894
520,(주)제일기획,30000,2020/12,14071392.0,0.0,0.0,0.0,38617230.0,1015529269.0,1226934683.0,5857412.0,0.41626386358933076
521,(주)제일기획,30000,2021/12,12757602.0,0.0,0.0,0.0,92031140.0,1127267387.0,1414844027.0,6821057.0,0.5346660759600432
522,(주)제일기획,30000,2022/12,13956749.0,0.0,0.0,0.0,104600606.0,1221429566.0,1530015562.0,6925018.0,0.496177010849733
523,(주)제일기획,30000,2023/12,0.0,0.0,0.0,0.0,94701074.0,1297763756.0,1591740851.0,10894915.0,inf
524,(주)제주항공,89590,2020/12,165600000.0,126130104.0,0.0,0.0,-98595070.0,216811873.0,951754574.0,22799539.0,0.07815284979982731
525,(주)제주항공,89590,2021/12,165600000.0,114706861.0,0.0,0.0,-82475992.0,184088788.0,1082667274.0,22514134.0,0.08031959660095513
526,(주)제주항공,89590,2022/12,165600000.0,169220156.0,0.0,0.0,-43378526.0,306620204.0,1357023834.0,27296151.0,0.08152481417516573
527,(주)제주항공,89590,2023/12,195600000.0,227311985.0,0.0,0.0,38218612.0,311202862.0,1669691472.0,35954138.0,0.08501565166094785
528,(주)종근당,185750,2020/12,73049043.0,2944367.0,0.0,0.0,31434068.0,551592778.0,394740342.0,3870924.0,0.050937627354793
529,(주)종근당,185750,2021/12,74656298.0,24680534.0,0.0,0.0,38237382.0,565809643.0,480890429.0,4029894.0,0.040567973820626775
530,(주)종근당,185750,2022/12,96269801.0,27264334.0,0.0,0.0,17187287.0,621288802.0,503593996.0,6846931.0,0.05542541743624141
531,(주)종근당,185750,2023/12,90959120.0,90739806.0,0.0,0.0,27995661.0,815635169.0,586793267.0,9270969.0,0.05102379636520251
532,(주)주성코퍼레이션,109070,2020/12,7827000.0,636515.0,0.0,0.0,-86568.0,7175586.0,24619557.0,2168761.0,0.2562482609175975
533,(주)주성코퍼레이션,109070,2021/12,3641500.0,134000.0,0.0,0.0,138647.0,9609634.0,23434919.0,990604.0,0.2623769037213614
534,(주)주성코퍼레이션,109070,2022/12,3789053.0,528580.0,0.0,0.0,66847.0,14793215.0,18158117.0,524757.0,0.1215381205396568
535,(주)주성코퍼레이션,109070,2023/12,3641481.0,1511633.0,0.0,0.0,231390.0,22262267.0,11872345.0,583939.0,0.11331769489283568
536,(주)지누스,13890,2020/12,164622520.0,8662132.0,0.0,0.0,11661628.0,414413207.0,482394178.0,10376345.0,0.059880346471769465
537,(주)지누스,13890,2021/12,211132335.0,8286853.0,0.0,0.0,18512996.0,478228047.0,540408192.0,9910283.0,0.045165981564018916
538,(주)지누스,13890,2022/12,216037073.0,23459469.0,0.0,0.0,14185745.0,626157268.0,488663623.0,16602350.0,0.0693218777246479
539,(주)지누스,13890,2023/12,153977409.0,11902368.0,0.0,0.0,-4672370.0,625763571.0,415635288.0,21452866.0,0.1293277962388387
540,(주)지에스,78930,2020/12,563750000.0,1357158000.0,0.0,0.0,618594000.0,10756545000.0,13720298000.0,308933000.0,0.16082654661233126
541,(주)지에스,78930,2021/12,725042000.0,1694868000.0,0.0,0.0,1223174000.0,14202944000.0,16988343000.0,323969000.0,0.13387646648015836
542,(주)지에스,78930,2022/12,866330000.0,2015412000.0,0.0,0.0,2141935000.0,16487810000.0,17434432000.0,373448000.0,0.1295910598519923
543,(주)지에스,78930,2023/12,666567000.0,2247214000.0,0.0,0.0,1822133000.0,17625195000.0,16823230000.0,410515000.0,0.14088738995827071
544,(주)지에스글로벌,1250,2020/12,176774353.0,143035048.0,0.0,0.0,12563427.0,299015825.0,657805876.0,15467438.0,0.04836455073439195
545,(주)지에스글로벌,1250,2021/12,485966792.0,101063150.0,0.0,0.0,4346408.0,342513754.0,1100168067.0,14412868.0,0.024552185448830137
546,(주)지에스글로벌,1250,2022/12,393659660.0,48246873.0,0.0,0.0,-6939109.0,406714434.0,1012698525.0,24506115.0,0.05545542591016639
547,(주)지에스글로벌,1250,2023/12,180771925.0,150997312.0,0.0,0.0,26129667.0,447988124.0,953110257.0,30969061.0,0.09334518558753535
548,(주)지에스리테일,7070,2020/12,173476200.0,112309000.0,0.0,0.0,46359437.0,2667178591.0,4510588585.0,68640000.0,0.24018038722789004
549,(주)지에스리테일,7070,2021/12,33128439.0,679647134.0,0.0,0.0,98903433.0,4414386044.0,5041586938.0,64029000.0,0.08983051948667158
550,(주)지에스리테일,7070,2022/12,129999653.0,249948000.0,0.0,0.0,31069187.0,4420005380.0,5412417745.0,83425298.0,0.21957050488741933
551,(주)지에스리테일,7070,2023/12,215000006.0,424550000.0,0.0,0.0,64248096.0,4433739108.0,5608276835.0,99301293.0,0.1552674412765153
552,(주)진양홀딩스,100250,2020/12,53717741.0,5046192.0,0.0,0.0,8494244.0,388741053.0,159267419.0,1732257.0,0.029478234549072814
553,(주)진양홀딩스,100250,2021/12,54758030.0,4204276.0,0.0,0.0,3787734.0,390040148.0,176049121.0,1719404.0,0.029161071142638145
554,(주)진양홀딩스,100250,2022/12,58299879.0,3841654.0,0.0,0.0,6817296.0,402629317.0,194455945.0,2887037.0,0.04645905661838114
555,(주)진양홀딩스,100250,2023/12,63897037.0,5989200.0,0.0,0.0,11330122.0,426767364.0,216313549.0,4422546.0,0.06328207369356573
556,(주)청호ICT,12600,2020/12,4480000.0,638143.0,0.0,0.0,12751.0,9123320.0,11560677.0,852252.0,0.16651586327306603
557,(주)청호ICT,12600,2021/12,4300000.0,356162.0,0.0,0.0,37156.0,22076199.0,10304561.0,168279.0,0.03614113941911815
558,(주)청호ICT,12600,2022/12,3400000.0,200055.0,0.0,0.0,0.0,20221362.0,9745358.0,181719.0,0.050476728827754024
559,(주)청호ICT,12600,2023/12,3400000.0,302087.0,0.0,0.0,5369.0,41783599.0,10811893.0,220863.0,0.0596590517726893
560,(주)카카오,35720,2020/12,130264036.0,40160693.0,0.0,0.0,240911753.0,7427729028.0,4526241211.0,18944995.0,0.11116341572706857
561,(주)카카오,35720,2021/12,896447107.0,125236.0,0.0,0.0,647540309.0,13589972364.0,9189586348.0,39390020.0,0.043934011914976055
562,(주)카카오,35720,2022/12,1055056266.0,0.0,0.0,0.0,241785687.0,13531862291.0,9431629285.0,109871005.0,0.10413757876302684
563,(주)카카오,35720,2023/12,1052546624.0,0.0,0.0,0.0,168428765.0,13858599224.0,11321369715.0,162778224.0,0.154651794313294
564,(주)카카오페이,377300,2020/12,0.0,0.0,0.0,0.0,-717131.0,204135428.0,1003847247.0,736570.0,inf
565,(주)카카오페이,377300,2021/12,0.0,0.0,0.0,0.0,7912156.0,1795637761.0,1637071183.0,1818276.0,inf
566,(주)카카오페이,377300,2022/12,0.0,0.0,0.0,0.0,-34460343.0,1908224925.0,1423304933.0,6296352.0,inf
567,(주)카카오페이,377300,2023/12,0.0,0.0,0.0,0.0,17260682.0,1934775610.0,2031711008.0,5928570.0,inf
568,(주)케이씨씨,2380,2020/12,972445146.0,688921721.0,0.0,0.0,180042565.0,5245995002.0,7101577326.0,162284764.0,0.09768147374519658
569,(주)케이씨씨,2380,2021/12,842904954.0,189935036.0,0.0,0.0,166064905.0,5376066872.0,7502796337.0,142368821.0,0.13784208820187144
570,(주)케이씨씨,2380,2022/12,514339274.0,680290368.0,0.0,0.0,83292296.0,5551138505.0,7567347802.0,178331353.0,0.14927752227999713
571,(주)케이씨씨,2380,2023/12,1217352890.0,923289612.0,0.0,0.0,151933154.0,5447529410.0,7905941669.0,254644522.0,0.11895705226916026
572,(주)케이씨티시,9070,2020/12,28386640.0,39365604.0,0.0,0.0,3240863.0,209295814.0,232150537.0,4651825.0,0.06865934949697017
573,(주)케이씨티시,9070,2021/12,43170914.0,0.0,0.0,0.0,5143866.0,229089235.0,303256154.0,4454480.0,0.10318243435846644
574,(주)케이씨티시,9070,2022/12,48990602.0,61565020.0,0.0,0.0,2576115.0,258397701.0,371680926.0,8560673.0,0.07743317657784965
575,(주)케이씨티시,9070,2023/12,46606406.0,57083584.0,0.0,0.0,3934739.0,281358991.0,380738631.0,13175312.0,0.12706445434125319
576,(주)케이에스에스해운,44450,2020/12,70048400.0,140996621.0,0.0,0.0,422870.0,268856001.0,800671677.0,16545330.0,0.07839715868018511
577,(주)케이에스에스해운,44450,2021/12,73404780.0,267201196.0,0.0,0.0,1188763.0,342824644.0,1103404278.0,19066423.0,0.05597794620021582
578,(주)케이에스에스해운,44450,2022/12,87683692.0,224069978.0,0.0,0.0,1176704.0,406280228.0,1252892415.0,39743334.0,0.12748313115287463
579,(주)케이에스에스해운,44450,2023/12,65837529.0,196983556.0,0.0,0.0,1057988.0,420480242.0,1235554637.0,77785860.0,0.2959650668819056
580,(주)케이이씨,92220,2020/12,54769390.0,0.0,0.0,0.0,225528.0,168772401.0,199573553.0,2077592.0,0.03793345151370136
581,(주)케이이씨,92220,2021/12,49931458.0,9000000.0,0.0,0.0,1023079.0,279148381.0,121440786.0,2339842.0,0.03970446480384042
582,(주)케이이씨,92220,2022/12,43846229.0,0.0,0.0,0.0,-1488963.0,304646645.0,96489868.0,2116879.0,0.0482796137382761
583,(주)케이이씨,92220,2023/12,40570080.0,0.0,0.0,0.0,2995251.0,356705360.0,91040501.0,2573865.0,0.06344244329811526
584,(주)케이티,30200,2020/12,95789000.0,1322325000.0,0.0,0.0,271664000.0,15551433000.0,18111112000.0,263579000.0,0.18586587538096372
585,(주)케이티,30200,2021/12,338927000.0,1389516000.0,0.0,0.0,519016000.0,16567161000.0,20592180000.0,263389000.0,0.1523851234897535
586,(주)케이티,30200,2022/12,504998000.0,1322044000.0,0.0,0.0,506404000.0,18414723000.0,22565958000.0,293854000.0,0.16083593042743408
587,(주)케이티,30200,2023/12,434241000.0,2624323000.0,0.0,0.0,335367000.0,18561137000.0,24148845000.0,356345000.0,0.11650728904152406
588,(주)케이티씨에스,58850,2020/12,0.0,24520.0,0.0,0.0,4709514.0,169743982.0,215174666.0,1331426.0,54.29959216965742
589,(주)케이티씨에스,58850,2021/12,4500000.0,0.0,0.0,0.0,3736732.0,182578397.0,234171975.0,1054072.0,0.2342382222222222
590,(주)케이티씨에스,58850,2022/12,0.0,0.0,0.0,0.0,5674877.0,191576789.0,224569291.0,1486840.0,inf
591,(주)케이티씨에스,58850,2023/12,0.0,0.0,0.0,0.0,4178126.0,200050480.0,234849615.0,1601439.0,inf
592,(주)케이티앤지,33780,2020/12,17308208.0,57386273.0,0.0,0.0,440491173.0,9091571656.0,2376811496.0,6004221.0,0.0803837300911161
593,(주)케이티앤지,33780,2021/12,75432491.0,19347121.0,0.0,0.0,415440944.0,9208862153.0,2428409041.0,17844000.0,0.18826833770959095
594,(주)케이티앤지,33780,2022/12,72629448.0,20684843.0,0.0,0.0,415601989.0,9358580031.0,2943135752.0,34772000.0,0.37263316933951734
595,(주)케이티앤지,33780,2023/12,61576000.0,46223000.0,0.0,0.0,318836000.0,9294935000.0,3477517000.0,45706000.0,0.4239928014174528
596,(주)코리아써키트,7810,2020/12,100016789.0,13104319.0,0.0,0.0,15159170.0,566342752.0,355403556.0,1442276.0,0.01274983975581286
597,(주)코리아써키트,7810,2021/12,65016007.0,6500000.0,0.0,0.0,17288269.0,651986442.0,412634245.0,1821728.0,0.025473010538745542
598,(주)코리아써키트,7810,2022/12,36007517.0,10592718.0,0.0,0.0,13780869.0,751612623.0,541835924.0,2067402.0,0.04436462605821623
599,(주)코리아써키트,7810,2023/12,28915541.0,23546739.0,0.0,0.0,1816186.0,709890316.0,526566695.0,8223777.0,0.1567559968800441
600,(주)크래프톤,259960,2020/12,0.0,1000000.0,0.0,0.0,110501264.0,1214095694.0,505010038.0,5666438.0,5.666438
601,(주)크래프톤,259960,2021/12,0.0,0.0,0.0,0.0,230508181.0,4608244309.0,1026856416.0,6961253.0,inf
