,회사명,거래소코드,회계년도,유형자산,무형자산,비유동생물자산,기타비유동자산,재고자산,투하자산
468,(주)우성,6980,2020/12,70230778.0,76665.0,0.0,2338510.0,57471369.0,130117322.0
469,(주)우성,6980,2021/12,76412593.0,79443.0,0.0,2887351.0,88265703.0,167645090.0
470,(주)우성,6980,2022/12,71809865.0,1990692.0,0.0,4791679.0,111639637.0,190231873.0
471,(주)우성,6980,2023/12,97882646.0,1577333.0,0.0,4840609.0,90775855.0,195076443.0
472,(주)우신시스템,17370,2020/12,130430637.0,4173328.0,0.0,231697.0,33362238.0,168197900.0
473,(주)우신시스템,17370,2021/12,122508203.0,1866657.0,0.0,119681.0,40254564.0,164749105.0
474,(주)우신시스템,17370,2022/12,118793966.0,1975390.0,0.0,2804444.0,22937893.0,146511693.0
475,(주)우신시스템,17370,2023/12,120682636.0,2324241.0,0.0,1594783.0,41669266.0,166270926.0
476,(주)우진,105840,2020/12,89713343.0,6111614.0,0.0,528670.0,22550063.0,118903690.0
477,(주)우진,105840,2021/12,90804748.0,7869225.0,0.0,529334.0,21469709.0,120673016.0
478,(주)우진,105840,2022/12,100461908.0,7881778.0,0.0,774601.0,21499079.0,130617366.0
479,(주)우진,105840,2023/12,107665122.0,7530287.0,0.0,995862.0,19023764.0,135215035.0
480,(주)웅진,16880,2020/12,143321987.0,64272803.0,0.0,25357133.0,48208380.0,281160303.0
481,(주)웅진,16880,2021/12,345095001.0,82156372.0,0.0,72035332.0,56364620.0,555651325.0
482,(주)웅진,16880,2022/12,370958318.0,94874323.0,0.0,78359366.0,65432065.0,609624072.0
483,(주)웅진,16880,2023/12,370499998.0,61141955.0,0.0,76559330.0,66569596.0,574770879.0
484,(주)웅진씽크빅,95720,2020/12,52486210.0,59327234.0,0.0,22687614.0,30412110.0,164913168.0
485,(주)웅진씽크빅,95720,2021/12,114489282.0,78511703.0,0.0,55045491.0,56491825.0,304538301.0
486,(주)웅진씽크빅,95720,2022/12,142810683.0,91468141.0,0.0,64140543.0,59901526.0,358320893.0
487,(주)웅진씽크빅,95720,2023/12,145558846.0,59676077.0,0.0,65193276.0,63486742.0,333914941.0
488,(주)원림,5820,2020/12,25640662.0,2144077.0,0.0,0.0,13393276.0,41178015.0
489,(주)원림,5820,2021/12,24140684.0,2127003.0,0.0,0.0,15027681.0,41295368.0
490,(주)원림,5820,2022/12,27344546.0,2127620.0,0.0,312972.0,14689292.0,44474430.0
491,(주)원림,5820,2023/12,26111406.0,2127620.0,0.0,119375.0,13997076.0,42355477.0
492,(주)위스컴,24070,2020/12,54573816.0,1019967.0,0.0,677060.0,5252477.0,61523320.0
493,(주)위스컴,24070,2021/12,56682021.0,996856.0,0.0,1448654.0,6497045.0,65624576.0
494,(주)위스컴,24070,2022/12,49559169.0,1017415.0,0.0,1842501.0,7685911.0,60104996.0
495,(주)위스컴,24070,2023/12,47847491.0,1321702.0,0.0,1439916.0,6651419.0,57260528.0
496,(주)유니드,14830,2020/12,478981493.0,8338650.0,0.0,19264167.0,98639545.0,605223855.0
497,(주)유니드,14830,2021/12,501547222.0,7299997.0,0.0,34207660.0,162040030.0,705094909.0
498,(주)유니드,14830,2022/12,465560226.0,4995014.0,0.0,30761190.0,293789862.0,795106292.0
499,(주)유니드,14830,2023/12,501102258.0,12184910.0,0.0,39955281.0,137420473.0,690662922.0
500,(주)유유제약,220,2020/12,77107137.0,3785501.0,0.0,2657261.0,23688893.0,107238792.0
501,(주)유유제약,220,2021/12,79672548.0,4087102.0,0.0,2185810.0,25225284.0,111170744.0
502,(주)유유제약,220,2022/12,80607347.0,3666483.0,0.0,5742367.0,39832040.0,129848237.0
503,(주)유유제약,220,2023/12,80627035.0,3764472.0,0.0,2626368.0,44152171.0,131170046.0
504,(주)유한양행,100,2020/12,325882777.0,58375494.0,0.0,10345500.0,251985114.0,646588885.0
505,(주)유한양행,100,2021/12,331181631.0,87467511.0,0.0,8551245.0,274780428.0,701980815.0
506,(주)유한양행,100,2022/12,354992804.0,131689580.0,0.0,78389645.0,275215898.0,840287927.0
507,(주)유한양행,100,2023/12,522912726.0,181318182.0,0.0,62167107.0,284758946.0,1051156961.0
508,(주)이노션,214320,2020/12,29292335.0,122355254.0,0.0,97287844.0,0.0,248935433.0
509,(주)이노션,214320,2021/12,31583306.0,127285355.0,0.0,97307064.0,0.0,256175725.0
510,(주)이노션,214320,2022/12,35227360.0,125524588.0,0.0,104008136.0,0.0,264760084.0
511,(주)이노션,214320,2023/12,53708738.0,119847449.0,0.0,156091328.0,0.0,329647515.0
512,(주)인팩,23810,2020/12,142974081.0,8764768.0,0.0,5580764.0,49702524.0,207022137.0
513,(주)인팩,23810,2021/12,172970134.0,8561121.0,0.0,2334957.0,61597839.0,245464051.0
514,(주)인팩,23810,2022/12,201786875.0,7620816.0,0.0,2325155.0,67835864.0,279568710.0
515,(주)인팩,23810,2023/12,256149340.0,6320921.0,0.0,15046476.0,80454464.0,357971201.0
516,(주)제이에스코퍼레이션,194370,2020/12,124712666.0,3453184.0,0.0,1996144.0,164570032.0,294732026.0
517,(주)제이에스코퍼레이션,194370,2021/12,127488231.0,2876090.0,0.0,2976471.0,194209120.0,327549912.0
518,(주)제이에스코퍼레이션,194370,2022/12,166067504.0,2047019.0,0.0,2871928.0,140946949.0,311933400.0
519,(주)제이에스코퍼레이션,194370,2023/12,170059662.0,2171465.0,0.0,1666348.0,132197392.0,306094867.0
520,(주)제일기획,30000,2020/12,82251984.0,69021797.0,0.0,143531065.0,37859344.0,332664190.0
521,(주)제일기획,30000,2021/12,81891346.0,63889467.0,0.0,174471049.0,36283772.0,356535634.0
522,(주)제일기획,30000,2022/12,80902407.0,64977887.0,0.0,196995106.0,56469922.0,399345322.0
523,(주)제일기획,30000,2023/12,84917349.0,61068239.0,0.0,182883997.0,53060248.0,381929833.0
524,(주)제주항공,89590,2020/12,262193928.0,19730724.0,0.0,423232826.0,14659561.0,719817039.0
525,(주)제주항공,89590,2021/12,249433710.0,32173422.0,0.0,352015276.0,12687584.0,646309992.0
526,(주)제주항공,89590,2022/12,429302633.0,23353510.0,0.0,339975208.0,17115629.0,809746980.0
527,(주)제주항공,89590,2023/12,578906937.0,20226670.0,0.0,551951480.0,24079215.0,1175164302.0
528,(주)종근당,185750,2020/12,269610329.0,19032510.0,0.0,5211523.0,185565183.0,479419545.0
529,(주)종근당,185750,2021/12,295546243.0,20805505.0,0.0,3534966.0,224722927.0,544609641.0
530,(주)종근당,185750,2022/12,309035338.0,26953014.0,0.0,1833595.0,270081458.0,607903405.0
531,(주)종근당,185750,2023/12,311884069.0,52527146.0,0.0,8074552.0,261431892.0,633917659.0
532,(주)주성코퍼레이션,109070,2020/12,6176642.0,1171129.0,0.0,0.0,6535388.0,13883159.0
533,(주)주성코퍼레이션,109070,2021/12,6636234.0,840894.0,0.0,0.0,5994985.0,13472113.0
534,(주)주성코퍼레이션,109070,2022/12,5526503.0,97615.0,0.0,0.0,4215034.0,9839152.0
535,(주)주성코퍼레이션,109070,2023/12,5617622.0,69348.0,0.0,0.0,1675632.0,7362602.0
536,(주)지누스,13890,2020/12,263492989.0,6016922.0,0.0,96752.0,243464825.0,513071488.0
537,(주)지누스,13890,2021/12,331238547.0,12229535.0,0.0,88864.0,237240878.0,580797824.0
538,(주)지누스,13890,2022/12,385587665.0,11316688.0,0.0,3565659.0,291759743.0,692229755.0
539,(주)지누스,13890,2023/12,375983427.0,9355677.0,0.0,4410145.0,227002051.0,616751300.0
540,(주)지에스,78930,2020/12,8439464000.0,1036048000.0,0.0,2157128000.0,377082000.0,12009722000.0
541,(주)지에스,78930,2021/12,11228467000.0,1432053000.0,0.0,2029543000.0,629020000.0,15319083000.0
542,(주)지에스,78930,2022/12,10866722000.0,1418615000.0,0.0,2781115000.0,712544000.0,15778996000.0
543,(주)지에스,78930,2023/12,11342219000.0,1367966000.0,0.0,2858171000.0,686610000.0,16254966000.0
544,(주)지에스글로벌,1250,2020/12,327024455.0,7469311.0,0.0,12109357.0,90630557.0,437233680.0
545,(주)지에스글로벌,1250,2021/12,307971072.0,5552164.0,0.0,8341541.0,296513060.0,618377837.0
546,(주)지에스글로벌,1250,2022/12,295986273.0,4951972.0,0.0,16714318.0,242312102.0,559964665.0
547,(주)지에스글로벌,1250,2023/12,301253627.0,11621352.0,0.0,17536619.0,213129592.0,543541190.0
548,(주)지에스리테일,7070,2020/12,2298889242.0,106188886.0,0.0,1785658910.0,188692433.0,4379429471.0
549,(주)지에스리테일,7070,2021/12,2734686907.0,202468134.0,0.0,1646124092.0,193041260.0,4776320393.0
550,(주)지에스리테일,7070,2022/12,2767448371.0,192024775.0,0.0,2011335903.0,226961885.0,5197770934.0
551,(주)지에스리테일,7070,2023/12,2831190603.0,183169388.0,0.0,2089027277.0,304289487.0,5407676755.0
552,(주)진양홀딩스,100250,2020/12,152105393.0,5166159.0,0.0,1207333.0,12732179.0,171211064.0
553,(주)진양홀딩스,100250,2021/12,159132367.0,4941389.0,0.0,1186297.0,12063970.0,177324023.0
554,(주)진양홀딩스,100250,2022/12,168394256.0,5032990.0,0.0,1513001.0,13044246.0,187984493.0
555,(주)진양홀딩스,100250,2023/12,179128798.0,6328016.0,0.0,1720068.0,13795879.0,200972761.0
556,(주)청호ICT,12600,2020/12,8993351.0,179977.0,0.0,18637.0,2924159.0,12116124.0
557,(주)청호ICT,12600,2021/12,14147105.0,55540.0,0.0,13053.0,3927287.0,18142985.0
558,(주)청호ICT,12600,2022/12,13798180.0,299776.0,0.0,10285.0,4884439.0,18992680.0
559,(주)청호ICT,12600,2023/12,13639132.0,252068.0,0.0,7509.0,6167556.0,20066265.0
560,(주)카카오,35720,2020/12,430667590.0,658020555.0,0.0,511811689.0,45813597.0,1646313431.0
561,(주)카카오,35720,2021/12,554916366.0,1447644688.0,0.0,1744703593.0,91807853.0,3839072500.0
562,(주)카카오,35720,2022/12,885397238.0,1545147467.0,0.0,2138809629.0,160328358.0,4729682692.0
563,(주)카카오,35720,2023/12,1322051482.0,1622870393.0,0.0,2087003788.0,138643535.0,5170569198.0
564,(주)카카오페이,377300,2020/12,9481730.0,10214770.0,0.0,30523612.0,0.0,50220112.0
565,(주)카카오페이,377300,2021/12,17352628.0,17491798.0,0.0,120843868.0,0.0,155688294.0
566,(주)카카오페이,377300,2022/12,32689107.0,26950113.0,0.0,100650349.0,0.0,160289569.0
567,(주)카카오페이,377300,2023/12,30264842.0,29612975.0,0.0,95619564.0,0.0,155497381.0
568,(주)케이씨씨,2380,2020/12,3688560392.0,447990318.0,0.0,161706336.0,911513169.0,5209770215.0
569,(주)케이씨씨,2380,2021/12,3560280050.0,441657540.0,0.0,197428333.0,1306421988.0,5505787911.0
570,(주)케이씨씨,2380,2022/12,3534802589.0,424374027.0,0.0,240818420.0,1576100223.0,5776095259.0
571,(주)케이씨씨,2380,2023/12,3447106245.0,393389671.0,0.0,214413876.0,1398999724.0,5453909516.0
572,(주)케이씨티시,9070,2020/12,251825200.0,2482039.0,0.0,32899105.0,716077.0,287922421.0
573,(주)케이씨티시,9070,2021/12,268198134.0,1890835.0,0.0,62958164.0,765003.0,333812136.0
574,(주)케이씨티시,9070,2022/12,301540619.0,1989558.0,0.0,88288138.0,1089629.0,392907944.0
575,(주)케이씨티시,9070,2023/12,329207905.0,1778550.0,0.0,75382342.0,995568.0,407364365.0
576,(주)케이에스에스해운,44450,2020/12,990958886.0,491914.0,0.0,0.0,10608601.0,1002059401.0
577,(주)케이에스에스해운,44450,2021/12,1353046978.0,529946.0,0.0,0.0,17819931.0,1371396855.0
578,(주)케이에스에스해운,44450,2022/12,1546388382.0,819321.0,0.0,0.0,18737481.0,1565945184.0
579,(주)케이에스에스해운,44450,2023/12,1491364454.0,820718.0,0.0,0.0,19158781.0,1511343953.0
580,(주)케이이씨,92220,2020/12,101830026.0,91526.0,0.0,2269237.0,40102808.0,144293597.0
581,(주)케이이씨,92220,2021/12,113273925.0,66460.0,0.0,5166092.0,53065301.0,171571778.0
582,(주)케이이씨,92220,2022/12,145035884.0,33102.0,0.0,6571998.0,98296589.0,249937573.0
583,(주)케이이씨,92220,2023/12,136211944.0,16032.0,0.0,6994544.0,78913825.0,222136345.0
584,(주)케이티,30200,2020/12,14206119000.0,1931173000.0,0.0,1985840000.0,534636000.0,18657768000.0
585,(주)케이티,30200,2021/12,14464886000.0,2750461000.0,0.0,2042256000.0,514145000.0,19771748000.0
586,(주)케이티,30200,2022/12,14772179000.0,2421610000.0,0.0,2412084000.0,709191000.0,20315064000.0
587,(주)케이티,30200,2023/12,14872079000.0,2045434000.0,0.0,2293008000.0,912262000.0,20122783000.0
588,(주)케이티씨에스,58850,2020/12,63185693.0,7895284.0,0.0,1886139.0,17897484.0,90864600.0
589,(주)케이티씨에스,58850,2021/12,66985615.0,7891803.0,0.0,2099390.0,13145984.0,90122792.0
590,(주)케이티씨에스,58850,2022/12,70136043.0,6667800.0,0.0,10660302.0,22148579.0,109612724.0
591,(주)케이티씨에스,58850,2023/12,74804938.0,6967382.0,0.0,14044310.0,24454052.0,120270682.0
592,(주)케이티앤지,33780,2020/12,1718412219.0,117728880.0,0.0,141772190.0,2535032332.0,4512945621.0
593,(주)케이티앤지,33780,2021/12,1741041768.0,145718650.0,0.0,160679369.0,2375380885.0,4422820672.0
594,(주)케이티앤지,33780,2022/12,1837040710.0,167851437.0,0.0,270128146.0,2575842017.0,4850862310.0
595,(주)케이티앤지,33780,2023/12,2096467000.0,175028000.0,0.0,226491000.0,2763769000.0,5261755000.0
596,(주)코리아써키트,7810,2020/12,381222838.0,2272677.0,0.0,6876657.0,99412826.0,489784998.0
597,(주)코리아써키트,7810,2021/12,396217530.0,2282921.0,0.0,7522763.0,162183787.0,568207001.0
598,(주)코리아써키트,7810,2022/12,605951516.0,2307268.0,0.0,8970624.0,173252938.0,790482346.0
599,(주)코리아써키트,7810,2023/12,582084593.0,2839053.0,0.0,7897649.0,131143759.0,723965054.0
600,(주)크래프톤,259960,2020/12,140361410.0,11643325.0,0.0,5384011.0,0.0,157388746.0
601,(주)크래프톤,259960,2021/12,243749482.0,20098241.0,0.0,9645070.0,0.0,273492793.0
602,(주)크래프톤,259960,2022/12,223076984.0,319786564.0,0.0,62297511.0,0.0,605161059.0
603,(주)크래프톤,259960,2023/12,257029139.0,255546880.0,0.0,54202469.0,0.0,566778488.0
604,(주)키다리스튜디오,20120,2020/12,1564248.0,5277279.0,0.0,0.0,0.0,6841527.0
605,(주)키다리스튜디오,20120,2021/12,2519267.0,16330742.0,0.0,11875834.0,345071.0,31070914.0
606,(주)키다리스튜디오,20120,2022/12,34515598.0,18727280.0,0.0,3588780.0,619522.0,57451180.0
607,(주)키다리스튜디오,20120,2023/12,32956965.0,7500742.0,0.0,3225562.0,1122280.0,44805549.0
608,(주)태경비케이,14580,2020/12,105456375.0,13475932.0,0.0,1447417.0,18416657.0,138796381.0
609,(주)태경비케이,14580,2021/12,108238888.0,13737225.0,0.0,1310660.0,22390033.0,145676806.0
610,(주)태경비케이,14580,2022/12,110443489.0,13825713.0,0.0,3885409.0,23560439.0,151715050.0
611,(주)태경비케이,14580,2023/12,124821879.0,14535735.0,0.0,3119877.0,28760015.0,171237506.0
612,(주)태영건설,9410,2020/12,299921828.0,37782061.0,0.0,2246600.0,1254520791.0,1594471280.0
613,(주)태영건설,9410,2021/12,197217645.0,32823835.0,0.0,7211761.0,572708350.0,809961591.0
614,(주)태영건설,9410,2022/12,299328008.0,28117762.0,0.0,14046955.0,644965792.0,986458517.0
615,(주)태영건설,9410,2023/12,152564938.0,10914328.0,0.0,19665645.0,626865718.0,810010629.0
616,(주)테이팩스,55490,2020/12,30448327.0,20793098.0,0.0,2305823.0,11142758.0,64690006.0
617,(주)테이팩스,55490,2021/12,37455752.0,20229527.0,0.0,2467201.0,20107346.0,80259826.0
618,(주)테이팩스,55490,2022/12,42102950.0,19699316.0,0.0,4345722.0,22999097.0,89147085.0
619,(주)테이팩스,55490,2023/12,68656885.0,19133763.0,0.0,4158815.0,26201447.0,118150910.0
620,(주)티에이치엔,19180,2020/12,105684001.0,1157067.0,0.0,0.0,51024665.0,157865733.0
621,(주)티에이치엔,19180,2021/12,124965153.0,1137801.0,0.0,0.0,67196299.0,193299253.0
622,(주)티에이치엔,19180,2022/12,152442217.0,1503287.0,0.0,0.0,90693062.0,244638566.0
623,(주)티에이치엔,19180,2023/12,165048206.0,1537805.0,0.0,0.0,99067293.0,265653304.0
624,(주)팜스코,36580,2020/12,424243727.0,942618.0,11467770.0,3773174.0,93174152.0,533601441.0
625,(주)팜스코,36580,2021/12,408334853.0,1221431.0,11633274.0,15697735.0,120483039.0,557370332.0
626,(주)팜스코,36580,2022/12,404649381.0,1447650.0,12546411.0,19503213.0,184733305.0,622879960.0
627,(주)팜스코,36580,2023/12,376187841.0,4173592.0,11012451.0,23692309.0,168112572.0,583178765.0
628,(주)포스코디엑스,22100,2020/12,112880586.0,7002780.0,0.0,52363.0,5540313.0,125476042.0
629,(주)포스코디엑스,22100,2021/12,109296309.0,7703199.0,0.0,35500.0,3496020.0,120531028.0
630,(주)포스코디엑스,22100,2022/12,107849368.0,11719715.0,0.0,36272404.0,32219575.0,188061062.0
631,(주)포스코디엑스,22100,2023/12,114276329.0,13279080.0,0.0,19280656.0,19082721.0,165918786.0
632,(주)포스코인터내셔널,47050,2020/12,1325419228.0,1098028946.0,0.0,194610752.0,929405905.0,3547464831.0
633,(주)포스코인터내셔널,47050,2021/12,1353149166.0,1159710831.0,0.0,182009868.0,1904178951.0,4599048816.0
634,(주)포스코인터내셔널,47050,2022/12,1560751963.0,2228983436.0,0.0,353207294.0,1758238610.0,5901181303.0
635,(주)포스코인터내셔널,47050,2023/12,3704942807.0,2288212488.0,0.0,776046260.0,1958796641.0,8727998196.0
636,(주)포스코퓨처엠,3670,2020/12,931912753.0,31403531.0,0.0,146326414.0,186576655.0,1296219353.0
637,(주)포스코퓨처엠,3670,2021/12,1458946716.0,34035390.0,0.0,157221781.0,440557699.0,2090761586.0
638,(주)포스코퓨처엠,3670,2022/12,2097998557.0,30937939.0,0.0,160305235.0,870133666.0,3159375397.0
639,(주)포스코퓨처엠,3670,2023/12,3359487998.0,40880148.0,0.0,175848770.0,916674470.0,4492891386.0
640,(주)풍산,103140,2020/12,1075173579.0,16786407.0,0.0,18099411.0,790349169.0,1900408566.0
641,(주)풍산,103140,2021/12,1099321733.0,14831501.0,0.0,19398174.0,1183455319.0,2317006727.0
642,(주)풍산,103140,2022/12,1137930108.0,11458647.0,0.0,56961800.0,1204278374.0,2410628929.0
643,(주)풍산,103140,2023/12,1183360522.0,12430290.0,0.0,50906485.0,1227253339.0,2473950636.0
644,(주)풍산홀딩스,5810,2020/12,175561329.0,4708343.0,0.0,2802.0,81843476.0,262115950.0
645,(주)풍산홀딩스,5810,2021/12,197596907.0,5022579.0,0.0,2802.0,96888375.0,299510663.0
646,(주)풍산홀딩스,5810,2022/12,194803040.0,5230909.0,0.0,1005468.0,110141977.0,311181394.0
647,(주)풍산홀딩스,5810,2023/12,206417541.0,5540226.0,0.0,8968125.0,99036097.0,319961989.0
648,(주)플레이그램,9810,2020/12,157934.0,182001.0,0.0,745473.0,174341.0,1259749.0
649,(주)플레이그램,9810,2021/12,639478.0,64594.0,0.0,1441909.0,259437.0,2405418.0
650,(주)플레이그램,9810,2022/12,2099457.0,40644370.0,0.0,2633235.0,27261342.0,72638404.0
651,(주)플레이그램,9810,2023/12,1473338.0,32463499.0,0.0,5332886.0,25137774.0,64407497.0
652,(주)하이브,352820,2020/12,48409167.0,123440160.0,0.0,150985096.0,61961013.0,384795436.0
653,(주)하이브,352820,2021/12,86867157.0,264776856.0,0.0,153459901.0,83184815.0,588288729.0
654,(주)하이브,352820,2022/12,98820799.0,226164153.0,0.0,220397715.0,79181815.0,624564482.0
655,(주)하이브,352820,2023/12,101211837.0,447818205.0,0.0,230741286.0,125860185.0,905631513.0
656,(주)하이스틸,71090,2020/12,145815152.0,898305.0,0.0,231707.0,28215237.0,175160401.0
657,(주)하이스틸,71090,2021/12,155675223.0,1449305.0,0.0,289154.0,58768837.0,216182519.0
658,(주)하이스틸,71090,2022/12,153727227.0,1400305.0,0.0,347123.0,49368158.0,204842813.0
659,(주)하이스틸,71090,2023/12,150882801.0,1392138.0,0.0,535874.0,48532437.0,201343250.0
660,(주)한국전자홀딩스,6200,2020/12,101898446.0,981432.0,0.0,8269265.0,47279663.0,158428806.0
661,(주)한국전자홀딩스,6200,2021/12,113639436.0,1846567.0,0.0,11304140.0,62783083.0,189573226.0
662,(주)한국전자홀딩스,6200,2022/12,145268218.0,1772251.0,0.0,11205475.0,107638796.0,265884740.0
663,(주)한국전자홀딩스,6200,2023/12,136205257.0,1716492.0,0.0,10254438.0,85027725.0,233203912.0
664,(주)한독,2390,2020/12,174065651.0,41769906.0,0.0,2621966.0,83734778.0,302192301.0
665,(주)한독,2390,2021/12,209243335.0,35809165.0,0.0,1816052.0,84097310.0,330965862.0
666,(주)한독,2390,2022/12,220203408.0,37989399.0,0.0,16561113.0,92463061.0,367216981.0
667,(주)한독,2390,2023/12,222795113.0,38458324.0,0.0,12971154.0,94464589.0,368689180.0
668,(주)한미글로벌건축사사무소,53690,2020/12,8721692.0,2272302.0,0.0,10295664.0,23249495.0,44539153.0
669,(주)한미글로벌건축사사무소,53690,2021/12,8117157.0,3832559.0,0.0,18582762.0,0.0,30532478.0
670,(주)한미글로벌건축사사무소,53690,2022/12,8369991.0,6093768.0,0.0,10693812.0,0.0,25157571.0
671,(주)한미글로벌건축사사무소,53690,2023/12,7596996.0,5575378.0,0.0,12707704.0,41885363.0,67765441.0
672,(주)한샘,9240,2020/12,461253331.0,24279284.0,0.0,9040299.0,84414657.0,578987571.0
673,(주)한샘,9240,2021/12,503025022.0,21025489.0,0.0,28507645.0,109547327.0,662105483.0
674,(주)한샘,9240,2022/12,421036770.0,18758098.0,0.0,39660162.0,120687477.0,600142507.0
675,(주)한샘,9240,2023/12,415425669.0,21120050.0,0.0,26576540.0,109585248.0,572707507.0
676,(주)한섬,20000,2020/12,324411230.0,121067138.0,0.0,0.0,446329047.0,891807415.0
677,(주)한섬,20000,2021/12,366709033.0,107523485.0,0.0,6759231.0,460221431.0,941213180.0
678,(주)한섬,20000,2022/12,407197367.0,91900138.0,0.0,3245338.0,562747532.0,1065090375.0
679,(주)한섬,20000,2023/12,553086988.0,121023646.0,0.0,2789810.0,610544948.0,1287445392.0
680,(주)한솔케미칼,14680,2020/12,542816466.0,25430461.0,0.0,5982337.0,60431308.0,634660572.0
681,(주)한솔케미칼,14680,2021/12,625128067.0,24872306.0,0.0,5995665.0,100241722.0,756237760.0
682,(주)한솔케미칼,14680,2022/12,691560800.0,24259541.0,0.0,18231502.0,125407321.0,859459164.0
683,(주)한솔케미칼,14680,2023/12,800990683.0,26374593.0,0.0,14158221.0,124426639.0,965950136.0
684,(주)한솔홈데코,25750,2020/12,141219137.0,2030864.0,58470748.0,1530795.0,31007401.0,234258945.0
685,(주)한솔홈데코,25750,2021/12,139873142.0,3005842.0,58388637.0,3497007.0,53268627.0,258033255.0
686,(주)한솔홈데코,25750,2022/12,144448816.0,4641869.0,50941114.0,4616651.0,44526448.0,249174898.0
687,(주)한솔홈데코,25750,2023/12,133188764.0,3756642.0,50193246.0,2892604.0,42393586.0,232424842.0
688,(주)한익스프레스,14130,2020/12,130821369.0,2739698.0,0.0,36869154.0,2689317.0,173119538.0
689,(주)한익스프레스,14130,2021/12,148627055.0,3234733.0,0.0,59268584.0,4349974.0,215480346.0
690,(주)한익스프레스,14130,2022/12,186568159.0,3283605.0,0.0,53910020.0,6066392.0,249828176.0
691,(주)한익스프레스,14130,2023/12,202899098.0,3216319.0,0.0,75041822.0,3885499.0,285042738.0
692,(주)한진,2320,2020/12,1517030125.0,358458820.0,0.0,977624200.0,8225114.0,2861338259.0
693,(주)한진,2320,2021/12,1569906686.0,354178159.0,0.0,964438773.0,9937244.0,2898460862.0
694,(주)한진,2320,2022/12,1820258450.0,346146175.0,0.0,950171940.0,11840129.0,3128416694.0
695,(주)한진,2320,2023/12,1906073477.0,357310709.0,0.0,907053518.0,9333008.0,3179770712.0
696,(주)한진중공업홀딩스,3480,2020/12,1420846000.0,1904000.0,0.0,551000.0,904000.0,1424205000.0
697,(주)한진중공업홀딩스,3480,2021/12,1408957000.0,2584000.0,0.0,703000.0,1222000.0,1413466000.0
698,(주)한진중공업홀딩스,3480,2022/12,1390573000.0,1205000.0,0.0,7026000.0,978000.0,1399782000.0
699,(주)한진중공업홀딩스,3480,2023/12,1369907000.0,824000.0,0.0,3792000.0,893000.0,1375416000.0
700,(주)한진칼,180640,2020/12,544221666.0,8116166.0,0.0,371152176.0,2515341.0,926005349.0
701,(주)한진칼,180640,2021/12,513416187.0,7276048.0,0.0,301247754.0,2608081.0,824548070.0
702,(주)한진칼,180640,2022/12,521956503.0,5873928.0,0.0,25588317.0,4197201.0,557615949.0
703,(주)한진칼,180640,2023/12,553557882.0,8957925.0,0.0,23248979.0,4693099.0,590457885.0
704,(주)한컴라이프케어,372910,2020/12,75830385.0,3612216.0,0.0,2274855.0,43740476.0,125457932.0
705,(주)한컴라이프케어,372910,2021/12,77017162.0,3387465.0,0.0,2122061.0,34645646.0,117172334.0
706,(주)한컴라이프케어,372910,2022/12,69991242.0,3621261.0,0.0,2180481.0,39033304.0,114826288.0
707,(주)한컴라이프케어,372910,2023/12,68372814.0,2981041.0,0.0,2051706.0,46411999.0,119817560.0
708,(주)한화,880,2020/12,11304941000.0,1230707000.0,0.0,616477000.0,4114372000.0,17266497000.0
709,(주)한화,880,2021/12,11324966000.0,1599710000.0,0.0,843371000.0,5166955000.0,18935002000.0
710,(주)한화,880,2022/12,15852298000.0,1842865000.0,0.0,1092604000.0,6557534000.0,25345301000.0
711,(주)한화,880,2023/12,19647350000.0,1960710000.0,0.0,1410900000.0,7749659000.0,30768619000.0
712,(주)현대리바트,79430,2020/12,369647711.0,10913197.0,0.0,1437820.0,106339912.0,488338640.0
713,(주)현대리바트,79430,2021/12,365549021.0,9943662.0,0.0,1808495.0,142534055.0,519835233.0
714,(주)현대리바트,79430,2022/12,322241773.0,8974126.0,0.0,9505723.0,162300132.0,503021754.0
715,(주)현대리바트,79430,2023/12,302201423.0,9026592.0,0.0,5438587.0,213456765.0,530123367.0
716,(주)현대미포조선,10620,2020/12,1613701098.0,1929511.0,0.0,17420667.0,148561220.0,1781612496.0
717,(주)현대미포조선,10620,2021/12,1636392642.0,1758942.0,0.0,22996007.0,265534013.0,1926681604.0
718,(주)현대미포조선,10620,2022/12,1702071855.0,8876191.0,0.0,110317925.0,292593548.0,2113859519.0
719,(주)현대미포조선,10620,2023/12,1756830168.0,14726124.0,0.0,111761671.0,230175930.0,2113493893.0
720,(주)현대백화점,69960,2020/12,5299924887.0,64327926.0,0.0,521784819.0,233666421.0,6119704053.0
721,(주)현대백화점,69960,2021/12,5297982760.0,61002647.0,0.0,768970139.0,364986675.0,6492942221.0
722,(주)현대백화점,69960,2022/12,5613768497.0,1271614665.0,0.0,860091107.0,706636681.0,8452110950.0
723,(주)현대백화점,69960,2023/12,5607031024.0,1255999317.0,0.0,870759616.0,612628881.0,8346418838.0
724,(주)현대퓨처넷,126560,2020/12,210199405.0,41622295.0,0.0,11287551.0,29080188.0,292189439.0
725,(주)현대퓨처넷,126560,2021/12,104387441.0,22762519.0,0.0,7004586.0,30200669.0,164355215.0
726,(주)현대퓨처넷,126560,2022/12,100671796.0,22810239.0,0.0,7256649.0,34502576.0,165241260.0
727,(주)현대퓨처넷,126560,2023/12,108297822.0,23080505.0,0.0,6197263.0,42358293.0,179933883.0
