,회사명,거래소코드,회계년도,매출액,판관비,매출원가,법인세비용,ROIC,법인세비율
214,(주)비지에프리테일,282330,2022/12,7615769468.0,1133791707.0,6229570187.0,60529911.0,191877663.0,23.98102007826437
215,(주)비지에프리테일,282330,2023/12,8194753979.0,1269572043.0,6671994182.0,52506357.0,200681397.0,20.738110817160614
216,(주)빙그레,5180,2020/12,959129490.0,220899873.0,698382200.0,12636824.0,27210593.0,31.71303173804214
217,(주)빙그레,5180,2021/12,1147435119.0,275636570.0,845554629.0,7527631.0,18716289.0,28.68333313011166
218,(주)빙그레,5180,2022/12,1267685823.0,296303577.0,931974590.0,11038511.0,28369145.0,28.01108241505153
219,(주)빙그레,5180,2023/12,1394316382.0,328937553.0,953133611.0,24737712.0,87507506.0,22.038989669920728
220,(주)사조대림,3960,2020/12,1718104062.0,155388791.0,1513295208.0,15947258.0,33472805.0,32.26879334411208
221,(주)사조대림,3960,2021/12,1813694743.0,152051036.0,1559388443.0,30404399.0,71850865.0,29.7338227985994
222,(주)사조대림,3960,2022/12,2018752699.0,162821838.0,1758278626.0,11325539.0,86326696.0,11.597828764492691
223,(주)사조대림,3960,2023/12,2063074656.0,168748323.0,1765689166.0,25156387.0,103480780.0,19.55607977591733
224,(주)삼양사,145990,2020/12,2051766890.0,288976915.0,1651217295.0,20402049.0,91170631.0,18.285882350410517
225,(주)삼양사,145990,2021/12,2384453624.0,304736004.0,1997164364.0,19757957.0,62795299.0,23.93358900344282
226,(주)삼양사,145990,2022/12,2652438536.0,331867965.0,2238554959.0,15034028.0,66981584.0,18.33069050316908
227,(주)삼양사,145990,2023/12,2651439171.0,351104791.0,2187134623.0,27810845.0,85388912.0,24.567937014211083
228,(주)삼양홀딩스,70,2020/12,2471226109.0,349773817.0,1951115806.0,27416066.0,142920420.0,16.09523986540382
229,(주)삼양홀딩스,70,2021/12,3107313357.0,377331075.0,2378282507.0,70785027.0,280914748.0,20.126548844110008
230,(주)삼양홀딩스,70,2022/12,3316777826.0,410987550.0,2773465999.0,20814211.0,111510066.0,15.72969939597705
231,(주)삼양홀딩스,70,2023/12,3210853492.0,433887572.0,2682163192.0,39518690.0,55284038.0,41.68518230825594
232,(주)삼익악기,2450,2020/12,247857720.0,47506353.0,180170751.0,4232325.0,15948291.0,20.9722289943974
233,(주)삼익악기,2450,2021/12,295428268.0,48709339.0,213371803.0,16912457.0,16434669.0,50.7163855739772
234,(주)삼익악기,2450,2022/12,325699587.0,55540638.0,258602638.0,8458506.0,3097805.0,73.1938245691034
235,(주)삼익악기,2450,2023/12,247929199.0,51461630.0,190002214.0,3804334.0,2661021.0,58.84184240463208
236,(주)삼천리,4690,2020/12,3213828580.0,289984267.0,2828065400.0,22952647.0,72826266.0,23.96419658677897
237,(주)삼천리,4690,2021/12,3763315856.0,307658411.0,3385659380.0,-175713.0,70173778.0,-0.2510255104908971
238,(주)삼천리,4690,2022/12,5789104872.0,336629643.0,5361238809.0,26908849.0,64327571.0,29.493538874059283
